Name,Wikipedia link (en),Redirected,Redirect link,Is it in Wikidata?
"Agnosia, primary visual","https://en.wikipedia.org/wiki/Agnosia,_primary_visual",Yes,https://en.wikipedia.org/wiki/Visual_agnosia#Types
Agoraphobia,https://en.wikipedia.org/wiki/Agoraphobia,No,https://en.wikipedia.org/wiki/Agoraphobia,Yes
Agraphia,https://en.wikipedia.org/wiki/Agraphia,No,https://en.wikipedia.org/wiki/Agraphia,Yes
Agyria,https://en.wikipedia.org/wiki/Agyria,Yes,https://en.wikipedia.org/wiki/Lissencephaly,Yes
Agyria pachygyria polymicrogyria,https://en.wikipedia.org/wiki/Agyria_pachygyria_polymicrogyria,Yes,https://en.wikipedia.org/wiki/Polymicrogyria,Yes
Ahumada-Del Castillo syndrome,https://en.wikipedia.org/wiki/Ahumada-Del_Castillo_syndrome,Yes,https://en.wikipedia.org/wiki/Hyperprolactinaemia#Historical_names
Aicardi syndrome,https://en.wikipedia.org/wiki/Aicardi_syndrome,No,https://en.wikipedia.org/wiki/Aicardi_syndrome,Yes
Aichmophobia,https://en.wikipedia.org/wiki/Aichmophobia,No,https://en.wikipedia.org/wiki/Aichmophobia,Yes
AIDS,https://en.wikipedia.org/wiki/AIDS,Yes,https://en.wikipedia.org/wiki/HIV/AIDS,Yes
AIDS dementia complex,https://en.wikipedia.org/wiki/AIDS_dementia_complex,Yes,https://en.wikipedia.org/wiki/HIV-associated_neurocognitive_disorder,Yes
AIDS dysmorphic syndrome,https://en.wikipedia.org/wiki/AIDS_dysmorphic_syndrome,No,https://en.wikipedia.org/wiki/AIDS_dysmorphic_syndrome
Ainhum,https://en.wikipedia.org/wiki/Ainhum,No,https://en.wikipedia.org/wiki/Ainhum,Yes
Al Gazali Sabrinathan Nair syndrome,https://en.wikipedia.org/wiki/Al_Gazali_Sabrinathan_Nair_syndrome,No,https://en.wikipedia.org/wiki/Al_Gazali_Sabrinathan_Nair_syndrome,Yes
Alagille–Watson syndrome (AWS),https://en.wikipedia.org/wiki/Alagille%E2%80%93Watson_syndrome_(AWS),Yes,https://en.wikipedia.org/wiki/Alagille_syndrome,Yes
Albers–Schonberg disease,https://en.wikipedia.org/wiki/Albers%E2%80%93Schonberg_disease,Yes,https://en.wikipedia.org/wiki/Osteopetrosis,Yes
Albinism,https://en.wikipedia.org/wiki/Albinism,No,https://en.wikipedia.org/wiki/Albinism,Yes
Albinism deafness syndrome,https://en.wikipedia.org/wiki/Albinism_deafness_syndrome,Yes,https://en.wikipedia.org/wiki/Albinism%E2%80%93deafness_syndrome,Yes
Albinism immunodeficiency,https://en.wikipedia.org/wiki/Albinism_immunodeficiency,Yes,https://en.wikipedia.org/wiki/Ch%C3%A9diak%E2%80%93Higashi_syndrome,Yes
"Albinism, ocular","https://en.wikipedia.org/wiki/Albinism,_ocular",Yes,https://en.wikipedia.org/wiki/Albinism,Yes
Albinoidism,https://en.wikipedia.org/wiki/Albinoidism,Yes,https://en.wikipedia.org/wiki/Albinism,Yes
Albright's hereditary osteodystrophy,https://en.wikipedia.org/wiki/Albright%27s_hereditary_osteodystrophy,No,https://en.wikipedia.org/wiki/Albright%27s_hereditary_osteodystrophy,Yes
Albright's syndrome,https://en.wikipedia.org/wiki/Albright%27s_syndrome,Yes,https://en.wikipedia.org/wiki/McCune%E2%80%93Albright_syndrome,Yes
Alcohol dependence,https://en.wikipedia.org/wiki/Alcohol_dependence,No,https://en.wikipedia.org/wiki/Alcohol_dependence,Yes
Alcohol fetopathy,https://en.wikipedia.org/wiki/Alcohol_fetopathy,Yes,https://en.wikipedia.org/wiki/Fetal_alcohol_spectrum_disorder,Yes
Alcohol withdrawal syndrome,https://en.wikipedia.org/wiki/Alcohol_withdrawal_syndrome,No,https://en.wikipedia.org/wiki/Alcohol_withdrawal_syndrome
Alcoholic hepatitis,https://en.wikipedia.org/wiki/Alcoholic_hepatitis,No,https://en.wikipedia.org/wiki/Alcoholic_hepatitis,Yes
Alcoholic liver cirrhosis,https://en.wikipedia.org/wiki/Alcoholic_liver_cirrhosis,Yes,https://en.wikipedia.org/wiki/Cirrhosis,Yes
Aldolase A deficiency,https://en.wikipedia.org/wiki/Aldolase_A_deficiency,No,https://en.wikipedia.org/wiki/Aldolase_A_deficiency,Yes
Aldred syndrome,https://en.wikipedia.org/wiki/Aldred_syndrome,No,https://en.wikipedia.org/wiki/Aldred_syndrome,Yes
Alexander disease,https://en.wikipedia.org/wiki/Alexander_disease,No,https://en.wikipedia.org/wiki/Alexander_disease,Yes
Alexia (acquired dyslexia),https://en.wikipedia.org/wiki/Alexia_(condition),Yes,https://en.wikipedia.org/wiki/Dyslexia,Yes
Alien hand syndrome,https://en.wikipedia.org/wiki/Alien_hand_syndrome,No,https://en.wikipedia.org/wiki/Alien_hand_syndrome,Yes
Alkaptonuria,https://en.wikipedia.org/wiki/Alkaptonuria,No,https://en.wikipedia.org/wiki/Alkaptonuria,Yes
Allan–Herndon–Dudley syndrome,https://en.wikipedia.org/wiki/Allan%E2%80%93Herndon%E2%80%93Dudley_syndrome,No,https://en.wikipedia.org/wiki/Allan%E2%80%93Herndon%E2%80%93Dudley_syndrome,Yes
Allergic angiitis,https://en.wikipedia.org/wiki/Allergic_angiitis,Yes,https://en.wikipedia.org/wiki/Eosinophilic_granulomatosis_with_polyangiitis,Yes
Allergic bronchopulmonary aspergillosis,https://en.wikipedia.org/wiki/Allergic_bronchopulmonary_aspergillosis,No,https://en.wikipedia.org/wiki/Allergic_bronchopulmonary_aspergillosis,Yes
Alopecia,https://en.wikipedia.org/wiki/Alopecia,Yes,https://en.wikipedia.org/wiki/Hair_loss,Yes
Alopecia areata,https://en.wikipedia.org/wiki/Alopecia_areata,No,https://en.wikipedia.org/wiki/Alopecia_areata,Yes
Alopecia contractures dwarfism mental retardation,https://en.wikipedia.org/wiki/Alopecia_contractures_dwarfism_mental_retardation,Yes,https://en.wikipedia.org/wiki/Alopecia_contractures_dwarfism_intellectual_disability_syndrome,Yes
Alopecia totalis,https://en.wikipedia.org/wiki/Alopecia_totalis,No,https://en.wikipedia.org/wiki/Alopecia_totalis
Alopecia universalis,https://en.wikipedia.org/wiki/Alopecia_universalis,No,https://en.wikipedia.org/wiki/Alopecia_universalis,Yes
Alpers disease,https://en.wikipedia.org/wiki/Alpers_disease,Yes,https://en.wikipedia.org/wiki/Mitochondrial_DNA_depletion_syndrome,Yes
Alpha 1-antitrypsin deficiency,https://en.wikipedia.org/wiki/Alpha_1-antitrypsin_deficiency,Yes,https://en.wikipedia.org/wiki/Alpha-1_antitrypsin_deficiency,Yes
Alpha-mannosidosis,https://en.wikipedia.org/wiki/Alpha-mannosidosis,No,https://en.wikipedia.org/wiki/Alpha-mannosidosis,Yes
Alpha-thalassemia,https://en.wikipedia.org/wiki/Alpha-thalassemia,No,https://en.wikipedia.org/wiki/Alpha-thalassemia,Yes
Alpha thalassemia abnormal morphogenesis,https://en.wikipedia.org/wiki/Alpha_thalassemia_abnormal_morphogenesis,Yes,https://en.wikipedia.org/wiki/Alpha-thalassemia,Yes
Alpha-thalassemia mental retardation syndrome,https://en.wikipedia.org/wiki/Alpha-thalassemia_mental_retardation_syndrome,Yes,https://en.wikipedia.org/wiki/ATR-X_syndrome,Yes
Alport syndrome,https://en.wikipedia.org/wiki/Alport_syndrome,Yes,https://en.wikipedia.org/wiki/Alport_syndrome,Yes
"Alport syndrome, dominant type","https://en.wikipedia.org/wiki/Alport_syndrome,_dominant_type",Yes,https://en.wikipedia.org/wiki/Alport_syndrome#Inheritance_patterns
"Alport syndrome, recessive type","https://en.wikipedia.org/wiki/Alport_syndrome,_recessive_type",Yes,https://en.wikipedia.org/wiki/Alport_syndrome#Inheritance_patterns
Alstrom's syndrome,https://en.wikipedia.org/wiki/Alstrom%27s_syndrome,Yes,https://en.wikipedia.org/wiki/Alstr%C3%B6m_syndrome,Yes
Alternating hemiplegia,https://en.wikipedia.org/wiki/Alternating_hemiplegia,No,https://en.wikipedia.org/wiki/Alternating_hemiplegia
Alternating hemiplegia of childhood,https://en.wikipedia.org/wiki/Alternating_hemiplegia_of_childhood,No,https://en.wikipedia.org/wiki/Alternating_hemiplegia_of_childhood,Yes
Aluminium lung,https://en.wikipedia.org/wiki/Aluminium_lung,Yes,https://en.wikipedia.org/wiki/Pneumoconiosis,Yes
Alveolar capillary dysplasia,https://en.wikipedia.org/wiki/Alveolar_capillary_dysplasia,No,https://en.wikipedia.org/wiki/Alveolar_capillary_dysplasia,Yes
Alveolar echinococcosis,https://en.wikipedia.org/wiki/Alveolar_echinococcosis,Yes,https://en.wikipedia.org/wiki/Alveolar_hydatid_disease,Yes
Alveolar soft part sarcoma,https://en.wikipedia.org/wiki/Alveolar_soft_part_sarcoma,No,https://en.wikipedia.org/wiki/Alveolar_soft_part_sarcoma,Yes
"Alveolitis, extrinsic allergic","https://en.wikipedia.org/wiki/Alveolitis,_extrinsic_allergic",Yes,https://en.wikipedia.org/wiki/Hypersensitivity_pneumonitis,Yes
Alzheimer's disease,https://en.wikipedia.org/wiki/Alzheimer%27s_disease,Yes,https://en.wikipedia.org/wiki/Alzheimer%27s_disease,Yes
"Alzheimer's disease, early-onset",https://en.wikipedia.org/wiki/Early-onset_Alzheimer%27s_disease,No,https://en.wikipedia.org/wiki/Early-onset_Alzheimer%27s_disease
"Alzheimer's disease, familial",https://en.wikipedia.org/wiki/Familial_Alzheimer_disease,Yes,https://en.wikipedia.org/wiki/Early-onset_Alzheimer%27s_disease#Familial_Alzheimer.27s_disease
Amaurosis,https://en.wikipedia.org/wiki/Amaurosis,Yes,https://en.wikipedia.org/wiki/Amaurosis
Amaurosis congenita of Leber,https://en.wikipedia.org/wiki/Amaurosis_congenita_of_Leber,Yes,https://en.wikipedia.org/wiki/Leber_congenital_amaurosis,Yes
"Amaurosis congenita of Leber, type 1","https://en.wikipedia.org/wiki/Amaurosis_congenita_of_Leber,_type_1",Yes,https://en.wikipedia.org/wiki/Leber_congenital_amaurosis,Yes
"Amaurosis congenita of Leber, type 2","https://en.wikipedia.org/wiki/Amaurosis_congenita_of_Leber,_type_2",Yes,https://en.wikipedia.org/wiki/Leber_congenital_amaurosis,Yes
Amblyopia,https://en.wikipedia.org/wiki/Amblyopia,No,https://en.wikipedia.org/wiki/Amblyopia,Yes
Ambras syndrome,https://en.wikipedia.org/wiki/Ambras_syndrome,Yes,https://en.wikipedia.org/wiki/Hypertrichosis,Yes
Amebiasis,https://en.wikipedia.org/wiki/Amebiasis,Yes,https://en.wikipedia.org/wiki/Amoebiasis,Yes
Amelia (birth defect),https://en.wikipedia.org/wiki/Amelia_(birth_defect),No,https://en.wikipedia.org/wiki/Amelia_(birth_defect),Yes
Amelia cleft lip palate hydrocephalus iris coloboma,https://en.wikipedia.org/wiki/Amelia_cleft_lip_palate_hydrocephalus_iris_coloboma,Yes,https://en.wikipedia.org/wiki/Yim%E2%80%93Ebbin_syndrome,Yes
Amelogenesis,https://en.wikipedia.org/wiki/Amelogenesis,No,https://en.wikipedia.org/wiki/Amelogenesis
Amelogenesis imperfecta,https://en.wikipedia.org/wiki/Amelogenesis_imperfecta,No,https://en.wikipedia.org/wiki/Amelogenesis_imperfecta,Yes
Amenorrhea,https://en.wikipedia.org/wiki/Amenorrhea,No,https://en.wikipedia.org/wiki/Amenorrhea,Yes
American trypanosomiasis,https://en.wikipedia.org/wiki/American_trypanosomiasis,Yes,https://en.wikipedia.org/wiki/Chagas_disease,Yes
Amnesia,https://en.wikipedia.org/wiki/Amnesia,Yes,https://en.wikipedia.org/wiki/Amnesia,Yes
"Amnesia, anterograde",https://en.wikipedia.org/wiki/Anterograde_amnesia,No,https://en.wikipedia.org/wiki/Anterograde_amnesia,Yes
"Amnesia, childhood",https://en.wikipedia.org/wiki/Childhood_amnesia,No,https://en.wikipedia.org/wiki/Childhood_amnesia
"Amnesia, dissociative",https://en.wikipedia.org/wiki/Dissociative_amnesia,Yes,https://en.wikipedia.org/wiki/Psychogenic_amnesia,Yes
"Amnesia, drug-induced",https://en.wikipedia.org/wiki/Drug-induced_amnesia,No,https://en.wikipedia.org/wiki/Drug-induced_amnesia
"Amnesia, lacunar",https://en.wikipedia.org/wiki/Lacunar_amnesia,No,https://en.wikipedia.org/wiki/Lacunar_amnesia,Yes
"Amnesia, psychogenic",https://en.wikipedia.org/wiki/Psychogenic_amnesia,No,https://en.wikipedia.org/wiki/Psychogenic_amnesia,Yes
"Amnesia, retrograde",https://en.wikipedia.org/wiki/Retrograde_amnesia,No,https://en.wikipedia.org/wiki/Retrograde_amnesia,Yes
"Amnesia, source",https://en.wikipedia.org/wiki/Source_amnesia,No,https://en.wikipedia.org/wiki/Source_amnesia
"Amnesia, transient global",https://en.wikipedia.org/wiki/Transient_global_amnesia,No,https://en.wikipedia.org/wiki/Transient_global_amnesia,Yes
Amyotrophic lateral sclerosis,https://en.wikipedia.org/wiki/Amyotrophic_lateral_sclerosis,No,https://en.wikipedia.org/wiki/Amyotrophic_lateral_sclerosis,Yes
Anaphylaxis,https://en.wikipedia.org/wiki/Anaphylaxis,No,https://en.wikipedia.org/wiki/Anaphylaxis
Anaplasmosis,https://en.wikipedia.org/wiki/Anaplasmosis,No,https://en.wikipedia.org/wiki/Anaplasmosis,Yes
Anaplastic thyroid cancer,https://en.wikipedia.org/wiki/Anaplastic_thyroid_cancer,No,https://en.wikipedia.org/wiki/Anaplastic_thyroid_cancer,Yes
Andersen's disease,https://en.wikipedia.org/wiki/Andersen%27s_disease,Yes,https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_IV,Yes
Androgen insensitivity syndrome (AIS),https://en.wikipedia.org/wiki/Androgen_insensitivity_syndrome,No,https://en.wikipedia.org/wiki/Androgen_insensitivity_syndrome,Yes
Anemia,https://en.wikipedia.org/wiki/Anemia,Yes,https://en.wikipedia.org/wiki/Anemia,Yes
"Anemia, Diamond–Blackfan","https://en.wikipedia.org/wiki/Anemia,_Diamond%E2%80%93Blackfan",Yes,https://en.wikipedia.org/wiki/Diamond%E2%80%93Blackfan_anemia,Yes
"Anemia, hypoplastic, congenital","https://en.wikipedia.org/wiki/Anemia,_hypoplastic,_congenital",Yes,https://en.wikipedia.org/wiki/Congenital_hypoplastic_anemia,Yes
"Anemia, pernicious","https://en.wikipedia.org/wiki/Anemia,_pernicious",Yes,https://en.wikipedia.org/wiki/Pernicious_anemia,Yes
"Anemia, sideroblastic","https://en.wikipedia.org/wiki/Anemia,_sideroblastic",Yes,https://en.wikipedia.org/wiki/Sideroblastic_anemia,Yes
Anencephaly,https://en.wikipedia.org/wiki/Anencephaly,No,https://en.wikipedia.org/wiki/Anencephaly,Yes
Aneurysm,https://en.wikipedia.org/wiki/Aneurysm,No,https://en.wikipedia.org/wiki/Aneurysm,Yes
"Aneurysm, intracranial berry","https://en.wikipedia.org/wiki/Aneurysm,_intracranial_berry",Yes,https://en.wikipedia.org/wiki/Intracranial_aneurysm#Saccular_aneurysms
Aneurysm of sinus of Valsalva,https://en.wikipedia.org/wiki/Aneurysm_of_sinus_of_Valsalva,No,https://en.wikipedia.org/wiki/Aneurysm_of_sinus_of_Valsalva,Yes
Angioimmunoblastic lymphadenopathy with dysproteinemia,https://en.wikipedia.org/wiki/Angioimmunoblastic_lymphadenopathy_with_dysproteinemia,Yes,https://en.wikipedia.org/wiki/Angioimmunoblastic_T-cell_lymphoma,Yes
Angiolipoma,https://en.wikipedia.org/wiki/Angiolipoma,No,https://en.wikipedia.org/wiki/Angiolipoma,Yes
Angioma,https://en.wikipedia.org/wiki/Angioma,No,https://en.wikipedia.org/wiki/Angioma,Yes
Angiomatosis,https://en.wikipedia.org/wiki/Angiomatosis,No,https://en.wikipedia.org/wiki/Angiomatosis,Yes
Angiosarcoma,https://en.wikipedia.org/wiki/Angiosarcoma,No,https://en.wikipedia.org/wiki/Angiosarcoma,Yes
Angiosarcoma of the liver,https://en.wikipedia.org/wiki/Angiosarcoma,No,https://en.wikipedia.org/wiki/Angiosarcoma,Yes
Angiostrongyliasis,https://en.wikipedia.org/wiki/Angiostrongyliasis,No,https://en.wikipedia.org/wiki/Angiostrongyliasis,Yes
Anguillulosis,https://en.wikipedia.org/wiki/Anguillulosis,Yes,https://en.wikipedia.org/wiki/Strongyloidiasis,Yes
Aniridia,https://en.wikipedia.org/wiki/Aniridia,No,https://en.wikipedia.org/wiki/Aniridia,Yes
Aniridia absent patella,https://en.wikipedia.org/wiki/Aniridia_absent_patella,Yes,https://en.wikipedia.org/wiki/Aniridia,Yes
Aniridia ataxia renal agenesis psychomotor retardation,https://en.wikipedia.org/wiki/Aniridia_ataxia_renal_agenesis_psychomotor_retardation,Yes,https://en.wikipedia.org/wiki/Aniridia_renal_agenesis_psychomotor_retardation,Yes
Aniridia cerebellar ataxia mental deficiency,https://en.wikipedia.org/wiki/Aniridia_cerebellar_ataxia_mental_deficiency,Yes,https://en.wikipedia.org/wiki/Aniridia,Yes
Aniridia renal agenesis psychomotor retardation,https://en.wikipedia.org/wiki/Aniridia_renal_agenesis_psychomotor_retardation,No,https://en.wikipedia.org/wiki/Aniridia_renal_agenesis_psychomotor_retardation,Yes
"Aniridia, sporadic","https://en.wikipedia.org/wiki/Aniridia,_sporadic",Yes,https://en.wikipedia.org/wiki/Aniridia#Types
Aniridia type 2,https://en.wikipedia.org/wiki/Aniridia_type_2,Yes,https://en.wikipedia.org/wiki/Aniridia,Yes
Anisakiasis,https://en.wikipedia.org/wiki/Anisakiasis,Yes,https://en.wikipedia.org/wiki/Anisakis#Anisakiasis,Yes
Ankylosing spondylarthritis,https://en.wikipedia.org/wiki/Ankylosing_spondylarthritis,Yes,https://en.wikipedia.org/wiki/Ankylosing_spondylitis,Yes
Ankylosing spondylitis,https://en.wikipedia.org/wiki/Ankylosing_spondylitis,No,https://en.wikipedia.org/wiki/Ankylosing_spondylitis,Yes
Ankylosis,https://en.wikipedia.org/wiki/Ankylosis,No,https://en.wikipedia.org/wiki/Ankylosis,Yes
Ankylosis of teeth,https://en.wikipedia.org/wiki/Ankylosis_of_teeth,Yes,https://en.wikipedia.org/wiki/Tooth_ankylosis,Yes
Ankylostomiasis,https://en.wikipedia.org/wiki/Ankylostomiasis,Yes,https://en.wikipedia.org/wiki/Hookworm_infection,Yes
Annular pancreas,https://en.wikipedia.org/wiki/Annular_pancreas,No,https://en.wikipedia.org/wiki/Annular_pancreas,Yes
Annuloaortic ectasia,https://en.wikipedia.org/wiki/Annuloaortic_ectasia,No,https://en.wikipedia.org/wiki/Annuloaortic_ectasia
Anodontia,https://en.wikipedia.org/wiki/Anodontia,No,https://en.wikipedia.org/wiki/Anodontia,Yes
Anomic aphasia,https://en.wikipedia.org/wiki/Anomic_aphasia,No,https://en.wikipedia.org/wiki/Anomic_aphasia,Yes
Anonychia,https://en.wikipedia.org/wiki/Anonychia,No,https://en.wikipedia.org/wiki/Anonychia,Yes
Anonychia microcephaly,https://en.wikipedia.org/wiki/Anonychia_microcephaly,Yes,https://en.wikipedia.org/wiki/Microcephaly,Yes
Anophthalmia,https://en.wikipedia.org/wiki/Anophthalmia,No,https://en.wikipedia.org/wiki/Anophthalmia,Yes
Anophthalmos,https://en.wikipedia.org/wiki/Anophthalmos,Yes,https://en.wikipedia.org/wiki/Anophthalmia
"Anophthalmos, clinical","https://en.wikipedia.org/wiki/Anophthalmos,_clinical",Yes,https://en.wikipedia.org/wiki/Anophthalmia
Anorchia,https://en.wikipedia.org/wiki/Anorchia,No,https://en.wikipedia.org/wiki/Anorchia,Yes
Anorchidism,https://en.wikipedia.org/wiki/Anorchidism,Yes,https://en.wikipedia.org/wiki/Anorchia,Yes
Anorectal anomalies,https://en.wikipedia.org/wiki/Anorectal_anomalies,No,https://en.wikipedia.org/wiki/Anorectal_anomalies,Yes
Anorectal atresia,https://en.wikipedia.org/wiki/Anorectal_atresia,Yes,https://en.wikipedia.org/wiki/Imperforate_anus,Yes
Anorexia nervosa,https://en.wikipedia.org/wiki/Anorexia_nervosa,No,https://en.wikipedia.org/wiki/Anorexia_nervosa,Yes
Anorexia nervosa binge-purge type,https://en.wikipedia.org/wiki/Anorexia_nervosa#Psychological,No,https://en.wikipedia.org/wiki/Anorexia_nervosa#Psychological
Anorexia nervosa restricting type,https://en.wikipedia.org/wiki/Anorexia_nervosa#Psychological,No,https://en.wikipedia.org/wiki/Anorexia_nervosa#Psychological
Anorgasmia,https://en.wikipedia.org/wiki/Anorgasmia,No,https://en.wikipedia.org/wiki/Anorgasmia
Anosmia,https://en.wikipedia.org/wiki/Anosmia,No,https://en.wikipedia.org/wiki/Anosmia,Yes
Anotia,https://en.wikipedia.org/wiki/Anotia,No,https://en.wikipedia.org/wiki/Anotia,Yes
Anterior horn disease,https://en.wikipedia.org/wiki/Anterior_horn_disease,No,https://en.wikipedia.org/wiki/Anterior_horn_disease,Yes
Anterograde amnesia,https://en.wikipedia.org/wiki/Anterograde_amnesia,No,https://en.wikipedia.org/wiki/Anterograde_amnesia,Yes
Anthrax,https://en.wikipedia.org/wiki/Anthrax_disease,Yes,https://en.wikipedia.org/wiki/Anthrax,Yes
Antiphospholipid syndrome,https://en.wikipedia.org/wiki/Antiphospholipid_syndrome,No,https://en.wikipedia.org/wiki/Antiphospholipid_syndrome,Yes
Antisocial personality disorder,https://en.wikipedia.org/wiki/Antisocial_personality_disorder,No,https://en.wikipedia.org/wiki/Antisocial_personality_disorder,Yes
Antisynthetase syndrome,https://en.wikipedia.org/wiki/Antisynthetase_syndrome,No,https://en.wikipedia.org/wiki/Antisynthetase_syndrome,Yes
"Antithrombin deficiency, congenital","https://en.wikipedia.org/wiki/Antithrombin_deficiency,_congenital",Yes,https://en.wikipedia.org/wiki/Antithrombin
Antley–Bixler syndrome,https://en.wikipedia.org/wiki/Antley%E2%80%93Bixler_syndrome,No,https://en.wikipedia.org/wiki/Antley%E2%80%93Bixler_syndrome,Yes
Anton syndrome,https://en.wikipedia.org/wiki/Anton_syndrome,No,https://en.wikipedia.org/wiki/Anton_syndrome,Yes
Aortic aneurysm,https://en.wikipedia.org/wiki/Aortic_aneurysm,No,https://en.wikipedia.org/wiki/Aortic_aneurysm,Yes
Aortic arch interruption,https://en.wikipedia.org/wiki/Aortic_arch_interruption,Yes,https://en.wikipedia.org/wiki/Interrupted_aortic_arch,Yes
Aortic arches defect,https://en.wikipedia.org/wiki/Aortic_arches_defect,Yes,https://en.wikipedia.org/wiki/Interrupted_aortic_arch,Yes
Aortic coarctation,https://en.wikipedia.org/wiki/Aortic_coarctation,Yes,https://en.wikipedia.org/wiki/Coarctation_of_the_aorta,Yes
Aortic dissection,https://en.wikipedia.org/wiki/Aortic_dissection,No,https://en.wikipedia.org/wiki/Aortic_dissection,Yes
Aortic supravalvular stenosis,https://en.wikipedia.org/wiki/Aortic_supravalvular_stenosis,Yes,https://en.wikipedia.org/wiki/Aortic_stenosis,Yes
