diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh,nci,article
Hypocalcémie, , , , , , , , ,C0020598,D006996,C37973, 
syndrome paranéoplasique, , , , , , , , ,C0030472,D010257,C3311, 
lésion du cartilage articulaire, , , , , , ,"718.0,718.00,718.02", ,C0158073, , , 
ostéomyélite, ,"Q1638852,Q4727167,ciprofloxacine,cloxacilline,dicloxacilline,méticilline,oxacilline", , , , ,"730.1,730.10", ,"C0008707,C0029443,C2242472",D010019,C27577, 
érythrasma, ,érythromycine, , ,infection, ,041.85,L08.1, ,D004894, , 
proctite,hémorragie,"acide 5-aminosalicylique,ceftriaxone", , ,Neisseria gonorrhoeae, ,569.49,K62.89, ,D011349,C38011, 
Folliculite, , , , , , ,704.8, ,C0016436,D005499,C94408, 
idée suicidaire, , , , ,trouble mental,Échelle SAD PERSONS, , ,C2364109,D059020,C80102, 
syndrome myélodysplasique, ,"(RS)-lénalidomide,azacitidine,ciclosporine,cytarabine,deferiprone,desferrioxamine,décitabine,déférasirox,eltrombopag,filgrastim,ipilimumab,nivolumab,romiplostim,ruxolitinib,thalidomide,vorinostat,vénétoclax,époétine alfa", , , , ,"238.7,238.75", ,"C0026985,C0026986,C1851971,C2713368,C3463824",D009190,C3247, 
prolactinome, ,"bromocriptine,cabergoline", , , , , ,"D35.2,E22.1",C0033375,D015175,C3342, 
Coxa valga, , , , , , , , ,"C0239137,C3549698",D060906, , 
Syndrome de Swyer, , ,syndrome de Swyer-James, , , , , ,"C0018054,C0238395",D006061,C120198, 
kyste pilonidal, , , , , , , , ,C0031925,D010864, , 
Syndrome de McLeod, , ,syndrome de Swyer-James, , , ,289.89,G10,"C0398568,C3151853",C564038, , 
insuffisance hépato-cellulaire, , , , , , , , ,C0085605,D017093, , 
albuminurie, , , , , , , , ,C0001925,D000419, , 
érythème marginé, , , , , , , , ,C0085659, , , 
œdème cérébral, ,"D-(-)-mannitol,Dexaméthasone,Q1890796,Q27278862",hydrocéphalie, , , ,348.5, ,"C0006114,C1527311",D001929, , 
polymyosite,"faiblesse musculaire,fièvre,myocardite","mycophénolate mofétil,méthotrexate,prednisolone,rituximab,tacrolimus",poliomyélite, ,maladie auto-immune,"Q2094702,Q90834779,imagerie par résonance magnétique,sérodiagnostic,Électromyogramme",710.4,M33.2,C0085655,D017285,C26925, 
couvain sacciforme, , , , ,Sacbrood virus, , , , , , , 
fibrillation, , , , , , , , ,C0232197, , , 
syndrome bulbaire, , , , , , , , , , , , 
enfouissement de la collerette interne, , , , , , , , ,C2242690, , , 
syndrome de Böök, , , , , , , ,Q82.4,C0457014,C562993, , 
syndrome C, , , , , , , ,Q87.8,C0796095,C537418, , 
Néphropathie à C1q, , , , , , , , ,C0403434, , , 
métastases d'origine inconnue, , , , , , , , ,C0027667,D009382, , 
pédophilie, , ,"Q111746044,Q1191575", , , ,302.2,F65.4,C0030764,D010378,C94355, 
paramnésie réduplicative, , , , , , , , , , , , 
trouble dissociatif de l'identité, , ,"Q64825337,Q65048168,alter ego,personnalité antisociale,psychose,saute d'humeur,schizophrénie,trouble de la personnalité,trouble dissociatif sans précision", ,"traumatisme infantile,traumatisme psychologique","interview,observation,questionnaire",300.14,F44.81,C0026773,D009105,C94330, 
schizophrénie,"dysfonctionnement cognitif,psychose","(R,R)-asénapine,(RS)-amisulpride,Flupentixol,Q226905,Q2608288,Q27278051,Q4199443,Q5045786,Q593166,Q6821618,acétophénazine,aripiprazole,armodafinil,bexarotène,brexpiprazole,carbamazépine,cariprazine,chlorpromazine,chlorprothixène,clonazépam,clozapine,fluphénazine,halopéridol,levosulpiride,loxapine,olanzapine,paliperidone,perphénazine,pimozide,pipotiazine,rispéridone,réserpine,thioridazine,trifluopérazine,ziprasidone","trouble de la personnalité schizoïde,trouble dissociatif de l'identité", , , ,"295,295.9,295.90","F20,F20.9",C0036341,D012559,C3362, 
lycanthropie clinique, , , , , , , , , , , , 
syndrome de Witzelsucht, , , , , , , , , , , , 
mélancolie, , ,"Q30038761,atrabilaire,dépression mélancolique", , , ,296.90, , , , , 
syndrome de stress post-traumatique complexe,"anxiété,cauchemar,dysrégulation émotionnelle,flashback,isolement,réponse combat-fuite,somatisation", ,"autisme,trouble de la personnalité borderline", ,"maltraitance sur mineur,négligence,trafic d'êtres humains,violence familiale", , , ,C2733207, , , 
monomanie, , ,centres d'intérêt restreints, , , , , ,C0233696, , , 
sociopathie, , , , , , , , , , , , 
insanité d'esprit, , , , , , , , , , , , 
mégalomanie, , ,Q4280499, , , , , , , , , 
syndrome post hallucinatoire persistant, , , , ,"drogue psychédélique,hallucinogène", , , , , , , 
Syndrome du voyageur, , , , , , , , , , , , 
Syndrome d'Ekbom,"abrasion,délire,hypocondrie,prurit", , , ,inconnu, , , , ,D063726, , 
égomanie, , ,Q11856926, , , , , ,C0233695, , , 
égopathie, , , , , , , , , , , , 
syndrome de Münchhausen par procuration, , ,syndrome de Münchhausen, , , , , ,C0085277,D016735, , 
oneirophrénie, , , , , , ,295.4, ,C0553814, , , 
schizophrénie catatonique,"Q4419847,catalepsie,catatonie agitée,flexibilité cireuse,mutisme,négativisme,oreiller psychique", , , , , , , , ,D012560,C35003, 
folie à deux, , , , , , , , ,C0036939,D012753, , 
syndrome de Paris,état dépressif, , , ,trouble de l'adaptation,http://www.wikidata.org/.well-known/genid/fc6afba4d82d356ed4d3b89d5d05f6a4, , , , , , 
perte de contact avec la réalité, , , , , , , , , , , , 
Frénésie, , , , , , , , , , , , 
trouble dissociatif sans précision, , , , , , , , , , , , 
Dysaethesia Aethiopica, , , , , , , , , , , , 
drapétomanie, , , , , , , , , , , , 
Trouble dysphorique prémenstruel,dysfonctionnement cognitif, , , , , ,625.4,N94.3,C0520676,D065446, , 
trouble du comportement - déficit intellectuel, , , , , , , , , , , , 
Phobie d'impulsion, , , , ,trouble obsessionnel compulsif, , , , , , , 
Problème sexuel relationnel, , , , , , , , ,C0349291, , , 
vésanie, , , , , , , , , , , , 
aboulomanie,indécision, , , , , , , , , , , 
Q4795924, , ,Arrested Development, , , , , , , , , 
boanthropie, , , , , , , , , , , , 
comportements répétitifs centrés sur le corps, , , , , , , , , , , , 
Q5464019, , , , , , , , , , , , 
Q7238040, , , , , , , , , , , , 
dysphorie d'espèce, , , , , , , , , , , , 
Q10638540, , , , , , , , , , , , 
trouble de l'identité de genre, , , , , , ,302,F64, , , , 
Hyperreligiosité, , , , , , , , , , , , 
trouble de la personnalité sadique, , ,"personnalité antisociale,sadisme", , , , , , , , , 
trouble névrotique,hallucination,"(RS)-citalopram,(±)-sélégiline,Phénelzine,Q408432,Q416632,Q416791,Q420885,alprazolam,amitriptyline,amoxapine,bupropione,buspirone,clomipramine,désipramine,escitalopram,fluoxétine,fluvoxamine,imipramine,isocarboxazid,isoflurane,lorazépam,maprotiline,mirtazapine,méthylphénidate,nortriptyline,paroxétine,pramipexole,sel de lithium,sertraline,trazodone,trimipramine,témazépam,venlafaxine", ,fumer, , , ,"F34.1,F48.9","C0011579,C0027932,C0282126",D009497,"C34533,C34848,C35369", 
Q25615960, , , , , , , , , , , , 
Q56063104, , , , , , , , , , , , 
syndrome d’Adèle, , , , , , , , , , , , 
Q110572881, , , , , , , , , , , , 
Q111955925, , , , , , , , , , , , 
L648846, , , , , , , , , , , , 
L652803, , , , , , , , , , , , 
thyroïdite de Quervain, , ,ténosynovite sténosante de De Quervain, , , , , , , , , 
thyroïdite du postpartum, , , , , , , , , ,D050032,C114389, 
Dégénérescence lobaire fronto-temporale, , , , , , , , , ,D057174, , 
aphasie progressive non fluente, , , , , , , ,G31.0,C0751706,D057178, , 
avortement spontané à répétition, , , , , , , ,N96, ,D000026, , 
fausse couche, , ,"avortement,mortinatalité", , , , , ,C0000786,D000022,C34336, 
maladie sérique, , , , , , , , , ,D012713,C79718, 
carcinome, ,"anastrozole,axitinib,bevacizumab,cabazitaxel,diéthylstilbestrol,ipilimumab,lidocaïne,nilutamide,olaparib,paclitaxel,régorafénib,sirolimus,tolvaptan,trastuzumab,évérolimus",angiome,fumer, , , , ,"C0007097,C0553707,C1368683",D002277,"C2916,C3709", 
rage,"arrêt cardio-circulatoire,arrêt respiratoire,augmentation,céphalée,douleur,frissonnement,hallucination,hydrophobie  rabique,hyperactivité,hypersialorrhée,insomnie,irritabilité,mydriase,paralysie,paresthésie,peur,phonophobie,photophobie,vomissement", , , ,virus de la rage, ,071,"A82,A82.0,A82.1,A82.9",C0034494,D011818,C28182, 
hémorroïde, ,"Euphorbia prostrata,benzocaïne,cortisol,phényléphrine,pramocaïne",varice anorectale, , , ,"455,455.8",K64,C0019112,D006484,C26792, 
hypertension artérielle, ,"(RS)-amlodipine,(S)-(−)-timolol,Coenzyme Q10,Guanfacine,Q1169561,Q2072745,Q2603363,Q27281933,Q28859607,Q2889971,Q418571,Q419824,Q420673,Q4747074,Q4747075,Q48566655,Q48566657,Q48566693,Q48566694,Q48566696,Q48566700,Q48566705,Q48566757,Q48566771,Q48566808,Q5263885,Q5613542,Q5613557,Q7272222,Q7697766,Q7700570,Q944244,Sacubitril/valsartan,acébutolol,aliskirène,amiloride,aténolol,benazepril,bendrofluméthiazide,bepridil,bisoprolol,bumetanide,bétaxolol,candesartan,captopril,cartéolol,carvedilol,chlorhydrate de cartéolol,chlorhydrate de clonidine,chlortalidone,clonidine,cyclothiazide,diltiazem,doxazosine,eprosartan,esmolol,fosinopril,furosémide,félodipine,hidrocloratiazida,hydralazine,hydrofluméthiazide,indapamide,irbésartan,isradipine,labetalol,lisinopril,lisinopril dihydraté,losartan,mibefradil,minoxidil,moexipril,mécamylamine,méthyclothiazide,méthyldopa,métoprolol,nadolol,nicardipine,nifédipine,nisoldipine,nébivolol,olmesartan,phentolamine,pindolol,polythiazide,prazosine,propranolol,périndopril,quinapril,ramipril,rivaroxaban,réserpine,spironolactone,telmisartan,torasemide,trandolapril,triamtérène,térazosine,valsartan,vérapamil,Éplérénone,énalapril,étexilate de Dabigatran","hypertension intra-crânienne,hypertension pulmonaire", , , ,"401-405.99,997.91","I10,I10-I15,I15","C0020538,C0497247",D006973,C3117, 
appendagite épiploïque, , , , , , , , ,C1535976, , , 
méningite,"Q28868265,céphalée,fièvre,nausée,photophobie,vomissement","DL-ofloxacine,amikacine,ceftriaxone,flucloxacilline,fluorocytosine,minocycline", , ,"Haemophilus influenzae,Listeria monocytogenes,Neisseria meningitidis,Streptococcus pneumoniae,virus","Examen clinique neurologique,culture microbiologique,culture virale,microscope optique,ponction lombaire,réaction en chaîne par polymérase","322,322.9","G03,G03.9",C0025289,D008581,C26828, 
pied diabétique, , , , ,diabète sucré, , , ,C0206172,D017719, , 
mal perforant plantaire, , , , ,neuropathie périphérique, , , , , , , 
nodule thyroïdien, , , , ,adénome thyroïdien, , , , ,D016606,C3415, 
Tachycardie ventriculaire, ,"Q48566660,amiodarone,métoprolol", , , , , ,I47.2,C0042514,D017180,C50802, 
fracture, ,"denosumab,teriparatide", , ,"fracture de fatigue,traumatisme",radiographie médicale, , ,C0016658,D050723,C3046, 
morsure de serpent, , ,morsure blanche, ,attaque animale, , ,T63.0,C0037379,D012909, , 
albinisme, ,trioxysalène, , , , , , ,"C0001916,C0333913",D000417,C84543, 
verrue, , ,Q97375128, ,infection à papillomavirus humain, , , ,C3665596,D014860, , 
hypoxie, , ,Q1641506, , , , , ,C0700292,D000860,C3890, 
spasticité, ,"(RS)-baclofène,Q5102983,Q5198674,Q6823309,Tizanidine,carisoprodol,clonidine,dantrolène,diazépam,méprobamate,prazépam",Q7573993, , , , , ,C0026838,D009128,C79750, 
pellicule, , , , , , ,690.18, ,C0423775,D063807,C111657, 
maladie de Cacchi-Ricci, , , , , , ,753.17,Q61.5,C0022681,D007691,C34751, 
suette miliaire, , , , , , , , , , , , 
malformation vasculaire, , , , , , , , ,"C1275966,C1961121",D054079,C112117, 
coprolalie, , , , , , , , ,C0233729, , , 
convulsion hyperthermique, ,"diazépam,phénobarbital,phénytoïne", , , , ,780.31, ,C0009952,D003294,C116503, 
dyslexie,trouble de la lecture, , , ,maladie génétique,imagerie par résonance magnétique fonctionnelle, ,R48.0,C0476254,D004410,C96410, 
goutte,"arthralgie,hydarthrose,tuméfaction,érythème","(S)-(−)-colchicine,acide acétylsalicylique,allopurinol,diclofénac,febuxostat,ibuprofène,indométacine,naproxène,probénécide,pégloticase,sulfinpyrazone,sulindac", , , , ,"274,274.0,274.00,274.9","M10,M10.9","C0003868,C0018099",D006073,C34650, 
migraine,"céphalée,nausée,photophobie,vomissement,éructation","Q5135028,almotriptan,amitriptyline,buprénorphine,butorphanol,diclofénac,dihydroergotamine,duloxétine,eletriptan,ergotamine,fentanyl,gabapentine,ibuprofène,kétorolac,lamotrigine,naproxène,naratriptan,paracétamol,propranolol,prégabaline,rizatriptan,sumatriptan,topiramate,toxine botulique A,triptan,venlafaxine,zolmitriptan,zonisamide", , ,inconnu,"examen clinique,imagerie cérébrale","346,346.80,346.9,346.90","G43,G43.9,G43.909","C0042331,C0149931,C0744641",D008881,C89715, 
hémophilie, , , , , , , , ,C0684275, ,C3093, 
ankylostomose à Ankylostoma duodenale,"chlorose,douleur abdominale,fatigue","albendazole,mébendazole", , ,"Ancylostoma duodenale,Necator americanus", , , , ,C538433,C34374, 
diarrhée du voyageur, , , , , , , , ,C0277528, , , 
abcès cérébral, , , , ,bactérie, , , ,C0006105,D001922, , 
myodésopsie, , , , , , , , , , ,C50808, 
saignement des gencives, , , , , , , , ,C0017565,D005884, , 
syndrome de la main étrangère, , , , , , , , , ,D055964, , 
Rage de dents, , ,Q8261177,fumer, , , , , ,D014098, , 
hystérie, , ,Histeria, , , , , , ,D007046, , 
cirrhose, ,"Q19597688,Q27281933,Q418571,acide obéticholique,adefovir,boceprevir,bumetanide,daclatasvir,entécavir monohydraté,furosémide,peginterféron alfa-2a,peginterféron alfa-2b,ribavirine,rifaximin,siméprévir,sofosbuvir,tolvaptan,torasemide", , ,"Cholangite sclérosante primitive,alcoolisme,cirrhose infantile indienne,hémochromatose classique,hépatite,hépatite auto-immune","bilan sanguin,biopsie du foie,tomodensitométrie,échographie",571.5,K74.60,"C0023890,C0239946",D008103,C2951, 
tabagisme, , , , , , , , , ,D014029, , 
syndrome confusionnel, , , , , ,Q108525684, , , ,D003693,C2981, 
pneumopéritoine, , , , , , , , , ,D011027,C99012, 
algie vasculaire de la face,"Ptosis,agitation psychomotrice,congestion nasale,céphalée,irritabilité,larmoiement,photophobie,rhinorrhée,transpiration animale,yeux rouges", , , ,inconnu,"Q64830627,anamnèse,imagerie cérébrale", , ,C0009088,D003027,C117077, 
kérion, , , , , , , ,B35.0,C0276742,C536165, , 
bronchite, ,"Q4673059,azithromycine,cefdinir,cefpodoxime,céfixime,dicloxacilline sodique,diprophylline,erdostéine,josamycine,métacycline,sparfloxacine",bronchiolite, , , ,"466.0,490,491,491.8,491.9","J20,J20.9,J40,J42","C0006277,C0008677,C0149514",D001991,"C26722,C26932,C2911", 
syndrome de Balint,"apraxie oculo-motrice,ataxie optique,simultagnosie", , , , , , ,H51.8,C0270706, , , 
Caput medusae, , ,maladie de Cruveilhier-Baumgarten, ,cirrhose, , , ,C0221226, , , 
Q1036625, , , , , , , , , , , , 
hypothermie, , , , , , , , ,C0020672,D007035,C78351, 
fièvre hémorragique à hantavirus, , , , ,infection, , , , , , , 
névralgie cervico-brachiale, , , , , , , , ,C0007862, , , 
trouble de la communication, , , , , , ,307.9,F80.9,C0009460,D003147,C2958, 
maladie de Kikuchi, , , , , , , ,I88.1,C0398367,D020042,C71719, 
volet thoracique,Q107355983, , , , , , , ,C0016196,D005409, , 
Syndrome de Cotard, , , , , , , , , , , , 
rétroversion utérine, , , , , , , , , ,D060725, , 
troubles du chiasma optique, , , , , , ,"377.5,377.63",H47.4,C0155307, , , 
malformation d'Arnold-Chiari, , ,syndrome de Budd-Chiari, , , , ,Q07.0,"C0003803,C0555206,C0750930",D001139,C84570, 
chondromatose, , , , , , , , ,C0206636,D018210, , 
fièvre hémorragique de Crimée-Congo,"anurie,arthralgie,bradycardie,conjonctivite,cyanose,céphalée,douleur abdominale,examen des signes méningés,fièvre,flatulence,frissonnement,hyperémie,hypotension artérielle,hématome,hématurie,hémorragie,ictère,mal de dos,myalgie,nausée,oligurie,pétéchie,tachycardie,vomissement,xérostomie","anticorps,corticoïde,ribavirine", , ,Crimean-Congo hemorrhagic fever virus,"analyse d'urine,bilan sanguin,examen clinique,hémogramme,ponction lombaire,réaction en chaîne par polymérase",065.0,A98.0,C0019099,D006479,C34682, 
hyperlipémie, , , , , , ,272.4,"E78.0,E78.1,E78.2,E78.3,E78.4,E78.5",C0020473,D006949, , 
langue noire villeuse, , , , , , ,529.8, ,C0040414,D014064,C35075, 
Dyslalie, , , , , , , , , , , , 
néphropathie chronique allogreffe, , , , , , , , ,C0403592, ,C38145, 
État de conscience minimal, , , , , , , , , , , , 
syndrome facettaire, , , , , , , , , , , , 
Diplégie, , , , , , , , , , ,C116599, 
maladie de Clutton, , , , ,syphilis congénitale, , , , , , , 
dépendance à la caféine, , , , , , ,304.4, ,C1386553, , , 
Syndrome de Cohen, , , , , , ,759.89,Q87.8,C0265223,C536438, , 
septicémie, , , , , , , , , , ,C3364, 
leucémie aiguë myéloblastique, , , , , , , , , , , , 
syndrome d'hypermobilité, , , , , , , , , , , , 
hypotrophie, , , , , , , , , , , , 
syndrome de Watson, , , , , , ,709.8, ,C0553586, , , 
dysplasie, , ,Q11695512, , , , , ,C0334044,D002471, , 
néphropathie diabétique, ,"gabapentine,prégabaline", , , , ,"250.4,250.40,583.81", ,C0011881,D003928,C84417, 
splénomégalie, , , , , , , , ,C0038002,D013163, , 
granulome, , ,granulation, , , , , , ,D006099,C3064, 
gastro-entéro-colite, , , , , , ,558.9, ,C0744314, , , 
agénésie du corps calleux, , , , , , , , ,C0175754,D061085,C98905, 
Coxa-vara, , , , , , , , ,C0239138,D060905, , 
diverticule, , , , , , , , ,C0012817,D004240, , 
incapacité de développement, , ,handicap mental, , , , , , ,D002658, , 
incontinence fécale, , , , , , , , ,C0015732,D005242,C78498, 
syndrome de Wolfram, , , , , , ,250.80,E13.8,C0043207,D014929,C35133, 
caséum des amygdales, , , , , , , , ,C0272388, , , 
syndrome DOORS, , , , , , , , , , , , 
tubercule de Darwin, , , , , , , , ,"C1852294,C2751189", , , 
granulome spermatique, , , , , , , , ,C0333416, , , 
encéphalite traumatique des pugilistes, , , , , , , , , , , , 
trouble de la pensée, , , , , , , , ,C0233632, , , 
coup de chaleur, , ,Stroke, , , , , , ,D018882, , 
maladie du greffon contre l'hôte, ,"ciclosporine,daclizumab,ibrutinib,imatinib,mycophénolate mofétil,méthylprednisolone,prednisolone,prednisone,rituximab,ruxolitinib,sirolimus,tacrolimus,thalidomide,vedolizumab,xanthotoxine", , , , ,279.50,T86.0,"C0018133,C3280677,C3280678",D006086,C3063, 
syndrome de vision sur ordinateur, , , , , , , , ,C2609092, , , 
Syndrome des yeux de chat, , , , , , , ,Q92.8,C0265493,C535918,C75477, 
Xanthome, , , , ,"Cellule spumeuse,hyperlipémie", , , ,C0302314, ,C4071, 
cylindrome eccrine dermique, , , , , , , , ,C1305968, , , 
dermatochalasis, , , , , , , , , , , , 
Polype colorectal, , , , , , , ,K63.5,C0009376,D003111,C2954, 
ulcère œsophagien, , , , , , , , , , , , 
papillomatose, , , , ,infection, , , , , , , 
spasme oesophagien diffus, , , , , , , ,k22.4, ,D015155, , 
infection diphtéroïde, , , , , , , , ,C0275688, , , 
disease mongering, , , , , , , , , , , , 
Sclérose latérale amyotrophique 21, , , , , , , , , , , , 
distichiasis, , , , , , , , , , , , 
insuffisance veineuse profonde, , , , , , , , , , , , 
syndrome de Doege-Potter, , , , , , , , , , , , 
aphasie de conduction, , , , , , , , , ,D018886, , 
angiome splénique à cellules littorales, , , , , , , , ,C1627365,C537031, , 
