diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh
epispadias, , , , , , ,752.62,Q64.0,"C0014588,C0563449",D004842
Erdheim-Chester disease, ,vemurafenib, , , , ,277.89,D76.3,C0878675,D031249
erethism, , , , ,mercury poisoning, , , , ,D020262
ovine and caprine brucellosis,back pain, , , ,Brucella melitensis, ,023.0,A23.0,C0302362, 
Ectopia cordis, , , , , , ,746.87,Q24.8,C0013580,D054083
heart conduction disease, ,bretylium, , , , ,426.6, ,"C0004331,C0029630",D006327
Acquired perforating dermatosis, , , , , , , , ,C1274760, 
erythema nodosum, ,thalidomide, , , , , , ,C0014743,D004893
steatosis, , , , , , , , , , 
gluten-related disorder, , , , ,"gluten,maida flour", , , , , 
mole, , , , , , , , , , 
Paraneoplastic pemphigus, , , , , , , ,"L10.8,L10.81",C1112570, 
Fazio-Londe disease, ,riboflavin 5'-phosphate sodium dihydrate, , , , , , ,C0015708, 
Fechtner syndrome, , , , , , , , , , 
oculocutaneous albinism type 1, , , , , , , ,E70.3,C0268494,C537729
fever of unknown origin, , , , , , , , ,C0015970,D005335
conjunctival concretion, , , , , , ,372.54,H11.12,C0155162, 
fibromatosis, , , , , , , , ,C0016048, 
petechia, , , , , , ,782.7, ,C0031256,D011693
spinal cord injury,"chronic pain,hypoesthesia,paralysis","(RS)-baclofen,dantrolene", , , ,"computed tomography,magnetic-resonance imaging,radiography", , ,C0037929,D013119
Gradenigo's syndrome, , , , , , , , ,C0018121, 
Aplasia cutis congenita, , , , , , ,757.39,Q84.8,C0282160, 
Aortoiliac occlusive disease, , , , , , , , , ,D007925
Foix–Chavany–Marie syndrome, , , , , , , , ,C2931412,C537069
nymphomania, , , , , , , , ,C0233619, 
arteriosclerotic heart disease,"angina pectoris,dyspnea,fatigue,lightheadedness,nausea,neck pain","anti-diabetic medication,aspirin,beta blocker,calcium channel blocker,clopidogrel,isosorbide dinitrate,isosorbide mononitrate,lipid regulating agent,papaverine,pharmaceutical preparation of nitroglycerin,ranolazine,statin,tirofiban", ,"HIV/AIDS,age of a person,arterial hypertension,atherosclerosis,autoimmune disease,chronic kidney disease,congenital heart disease,diabetes,hyperlipidemia,hypertriglyceridemia,insomnia,metabolic syndrome,obesity,psychological stress,sedentary lifestyle,sleep apnea,smoking,tobacco smoking", ,"Coronary computed tomography angiography,cardiovascular magnetic resonance,exercise electrocardiography,myocardial perfusion imaging,stress echocardiography", , ,"C0010054,C3665365", 
buckle fracture, , , , , , , , ,C1146542, 
Fregoli delusion, , , , , , , , , , 
Madelung's deformity, , , , , , ,755.54,Q74.0,C0152441, 
schizencephaly, , , , , , ,742.4,Q04.6,C0266484,D065707
Keratoglobus, , , , , , , , ,C3887531, 
Chronic Somogyi rebound, , , , , , , , , , 
hypertriglyceridemia, ,"Colesevelam,Colestipol,Colestyramine,atorvastatin,cerivastatin,clofibrate,fenofibrate,fluvastatin,gemfibrozil,lovastatin,pravastatin,simvastatin", , , , , , ,C1522137,D015228
micropenis, , , , , , , ,Q55.6,"C0266435,C1387005", 
acute dystonia, , , , , , , , ,C0234992, 
Müllerian agenesis, , ,gonadal agenesis, , , , ,Q51.8,"C1698581,C2675014",C567186
osteoid osteoma, , , , , , , , ,C0029441,D010017
encephalopathy due to GLUT1 deficiency, , , , , , , ,G93.4,"C1847501,C3149117,CN030711",C536830
hydrops of gallbladder, , , , , , ,575.3,K82.1,C0152445, 
pulmonary cyst, , , , , , , , ,C0546483, 
atrial flutter, ,"amiodarone,apixaban,dabigatran etexilate,dofetilide,rivaroxaban,warfarin", , , , ,427.32, ,C0004239,D001282
Post traumatic osteoarthritis, , , , , , , , ,C2894027, 
Infant toxicosis, , , , , , , , , , 
parakeratosis, , , , , , , , ,C0030436,D010241
Vitreous hemorrhage, , , , , , , , ,C0042909,D014823
parkinsonian syndrome, ,"Carbidopa/levodopa,pimavanserin,procyclidine,ropinirol", , , , , , ,C0242422,D020734
Postictal  twilight state, , , , ,epilepsy, , , , , 
genu varum, , , , , , , , ,C0544755,D056305
multiple endocrine neoplasia, , , , , , ,258.0,D44.8,C0027662,D009377
Developmental verbal dyspraxia, , , , , , ,315.39, ,C0750927, 
congenital aplasia of the vas deferens, , , , , , , , , , 
Hemoglobin Barts, , , , , , , , , , 
nephroptosis, , , , , , , ,N28.83,C1384594, 
venous ulcer, ,Becaplermin, , , , , , , , 
conductive hearing loss, , , , ,middle ear anomaly, , , ,C0018777,D006314
Spermaturia, , , , , , , , ,C1536073, 
Post-transplant lymphoproliferative disorder, ,"doxorubicin,rituximab", , , , , ,D47.9,"C0432487,C2367985", 
Ear mite, , , , , , , , , , 
heparin-induced thrombocytopenia, ,(21R)-argatroban, , , , ,289.84,D69.5,C0272285, 
hepatization of lungs, , , , , , , , , , 
hereditary folate malabsorption, , , , , , , ,D52.8,C0342705,C562799
herpesviral encephalitis, , , , , , , , ,C2751803, 
Hyper IgM syndrome, , , , , , , , , ,D053306
hirsutism, , , , , , , , ,C0019572,D006628
Hoigne syndrome, , , , , , , , ,C1167750, 
sialolithiasis, , , , , , ,527.5,K11.5,C0036091,D020792
Mallory–Weiss syndrome, , , , , , , , , ,D008309
Slocumb's syndrome, , , , , , , , , , 
polycoria, , , , , , , , , , 
Labial fusion, , , , , , , , , , 
hyperkeratosis, , , , , , , , ,C0870082, 
factitious hypoglycemia, , , , , , , , , , 
hematidrosis, , , , , , , , ,C1536022, 
osteonecrosis of the femoral head, , , , , , , ,M87.8,"C0410480,C0524595",D005271
ideomotor apraxia, , , , , , ,315.8, ,C0234523,D020240
postoperative nausea and vomiting, ,metoclopramide, , , , , , , ,D020250
neurocytoma, , , , , , , , ,C1622510,D018306
intrauterine growth restriction, , , , , , ,"764.9,764.90,764.91,764.92,764.93,764.94,764.95,764.96,764.97,764.98,764.99", ,"C0015934,C0302511",D005317
vesicle, , ,vesicle, , , , , ,C0333262, 
Zuelzer-Wilson's syndrome, , , , , , , , ,C0085758, 
Salter–Harris fracture, , , , , , , , , ,D000072042
Achenbach syndrome, , , , , , , , ,C0473563, 
cancerophobia, , , , , , , , , , 
carcinoid tumor, ,"bevacizumab,everolimus,octreotide,sunitinib,telotristat ethyl", , , , ,209.60, ,C0007095,D002276
KISS syndrome, , , , , , , , ,C1328357, 
King–Kopetzky syndrome, , , , , , , , , , 
polymyalgia rheumatica,chronic secondary musculoskeletal pain,"Etanercept,methotrexate,prednisolone,prednisone,tocilizumab", , , , ,725,M35.3,"C0032533,C1527406",D011111
rheumatoid nodule, , , , , , , , ,C0035450,D012218
Pierre Robin syndrome,Glossoptosis, , , , , , , , ,D010855
Onychotillomania, , , , , , , , ,C0233623, 
pseudarthrosis, , , , , , , , ,C0033785,D011542
papular stomatitis, , , , ,infection, , , ,C0276189, 
trigonocephaly, , , , , , , , ,C3280974, 
Malum perforans, , , , , , , , , , 
cryopyrin-associated periodic syndrome, , , , , , , , , ,D056587
Acoustic shock, , , , , , , , ,C1706699, 
sacrococcygeal teratoma, , , , , , , , , , 
muscular dystrophy-dystroglycanopathy type B1, , , , , , , , ,C3150415, 
impaired coordination, , , , , , , , ,C3806754, 
Malakoplakia, , , , , , , , ,C0024525,D008287
idiopathic interstitial pneumonia,pneumonia, , , , , , ,"J84.11,J84.112,J84.114","C0085786,C2350236",D054988
Ectopia lentis, , , , , , , , , ,D004479
pseudogynecomastia, , , , , , , , ,C4049281, 
lipedema, , , , , , , ,E65,"C0020473,C0398370",D065134
insomnia, ,"alprazolam,amitriptyline,amobarbital,aprobarbital,bromodiphenhydramine,butabarbital,cidoxepin,clonazepam,diazepam,diphenhydramine,doxylamine,estazolam,eszopiclone,ethchlorvynol,ethinamate,flurazepam,gabapentin,glutethimide,lorazepam,methyprylon,mirtazapine,olanzapine,propiomazine,quazepam,quetiapine,ramelteon,risperidone,secobarbital,sodium oxybate,suvorexant,temazepam,thiobutabarbital,trazodone,triazolam,zaleplon,zolpidem","amnesia,sleep apnea", , , ,780.52,G47.0,"C0393770,C0917801,C3279991",D007319
lack of vaginal lubrication, , , , , , , , ,C0241633, 
solitary pulmonary nodule, , , , , , , ,R91.1,C0009250,D003074
Congenital pulmonary venous return anomaly, , , , , , , ,"Q26.2,Q26.3,Q26.4",C0265916, 
lymphocele, , , , , , ,457.8, ,C0024248,D008210
retrognathism, , , , , , , , ,C3494422,D063173
May–Hegglin anomaly, , , , , , , , , , 
alpha chain disease, , , , , , , ,C88.3,C0021071,D007161
medullary cystic kidney disease, , , , , , , , ,"C1859040,C4054550", 
meningeal carcinomatosis, , , , ,metastatic malignant neoplasm, , , ,C0220654,D055756
Milium, , , , , , , , ,C0345996, 
Cushing's disease, , , , , , , , , , 
moyamoya disease, , , , , , ,437.5,I67.5,C0026654,D009072
hereditary multiple exostoses,exostosis, , , , , , ,Q78.6,"C0015306,C0206641",D005097
adenosine monophosphate deaminase deficiency, , , , , , ,277.2,G71.3,"C0268123,C2752073,C2931781",C538234
proximal myotonic myopathy, , , , , , ,359.2,"G71.1,G71.19",C2931689, 
Chronic Thromboembolic Pulmonary Hypertension,"dyspnea,edema", , , , , ,"415.19,416.8", ,"C2363973,C2748504", 
pentosuria, , , , , , ,271.8,E74.8,C0268162,C536652
sleep paralysis, , , , , , , , , ,D020188
sleep hypoventilation syndrome,hypoventilation, , , , , , , ,C2732337, 
psychopathy, , ,psychosis, , , , , , , 
frontal fibrosing alopecia, , , , , , , ,L66.1,C1274700, 
photoinhibition, , , , , , , , , , 
tree stake damage, , , , ,tree stake, , , , , 
dog urine damage to plants, , , , , , , , , , 
effects of cold on plants, , , , , , , , , , 
effects of heat on plants, , , , , , , , , , 
Pollutant damage to plants, , , , , , , , , , 
Q20058009, , , , , , , , , , 
growth cracking, , , , , , , , , , 
neurological neglect syndrome, , , , , , , ,R41.4,C0751419, 
cocoliztli, , , , , , , , , , 
non-odontogenic cyst, , , , , , , , , ,D009631
renal pelvis carcinoma, ,"axitinib,cabozantinib,pazopanib,sunitinib", , , , ,189.1,C65,"C0153618,C1335749,C3163938", 
livedo reticularis, , , , , , , , , ,D054068
obstructive uropathy, , , , , , , , ,C0477731, 
iron overload, , , , , , , , , ,D019190
Paraproctitis, , , , , , , , ,C1168308, 
osteochondroma, , , , , , , , ,C0029423,D015831
canine influenza, , , , , , , , , , 
"Periodic fever, aphthous stomatitis, pharyngitis and adenitis", , ,Marshall syndrome, , , , ,E85.0,"C2938935,C4082167", 
Van Buchem disease, , , , , , , , ,C0432271, 
misophonia, , , , , , , , , , 
microscopic colitis, ,"Budesonide/formoterol,budesonide,mesalazine", , , , ,558.9,K52.83,C0400821,D046728
Bulbar palsy, , , , , , , , ,C4082299, 
rectal prolapse, , , , , , ,569.1,K62.3,C0034888,D012005
"Niemann–Pick disease, type C", , , , , , , ,E75.2,C0220756,D052556
peritoneal carcinomatosis, , , , , , , , ,C0346990, 
oculomotor apraxia, , , , , , , , , , 
cytomegaloviral disease,"Guillain–Barré Syndrome,anemia,blindness,cataract,coloboma,congenital disorder,fever,hepatomegaly,holoprosencephaly,hydrocephalus,jaundice,lymphadenopathy,microcephaly,parotitis,peripheral neuropathy,pharyngitis,pulmonary fibrosis,rash,retinitis,syndactyly,thrombocytopenia,tonsillitis","cidofovir,foscarnet,ganciclovir,leflunomide,valacyclovir,valganciclovir", , ,human betaherpesvirus 5,"ELISA,complete blood count,immunofluorescence microscopy,physical examination,polymerase chain reaction,real-time polymerase chain reaction", , , ,D003586
B-cell prolymphocytic leukemia, , , , , , , ,C91.3,C0475801,D054403
hemosiderosis, ,(RS)-cyclophosphamide, , , , , , ,C0019114,D006486
sudden death in athletes, , ,sudden death, , , , , , , 
porcelain gallbladder, , , , , , , , ,C0032691, 
Postanesthetic shivering,shivering, , , , , , , , , 
proteopathy, , , , , , , , ,C2718001, 
pseudotumor, , , , , , , , ,C0033844, 
organ torsion, , , , , , , , , ,D014102
lateral medullary syndrome,nausea, , , , , ,437.1,G46.3,C0043019,D014854
chilblains, , , , , , , , ,C0008058,D002647
Nasal vestibulitis, , , , , , , , ,C0339825, 
rhinosinusitis, , , , , , , , ,C0948780, 
Teratospermia, , , , , , , ,N46,"C0403824,C0403825",D000072660
chronic granulomatous disease, ,Interferon gamma-1b, , , , , ,D71,C0018203,D006105
organic psychosis, , , , , , , , ,C2874341, 
"Hereditary cerebral hemorrhage with amyloidosis, Dutch type", , , , , , , , , , 
tooth ankylosis, , , , , , ,521.6,K03.5,"C0155930,C2931182",D020254
transcortical motor aphasia, , , , , , , , ,C0454562, 
autoimmune connective tissue disorder, , , , , , , , , , 
cerebellar hypoplasia, , , , , , , , ,C0266470,C562568
pseudoporphyria, , , , , , , , ,C0521616, 
shock kidney, , , , , , , , ,CL518214, 
cerebral hypoxia, , , , ,brain ischemia, , , , ,D002534
abuse of non-dependence-producing substances, , , , , , , , ,C0277584, 
Autoimmune pancreatitis, , , , , , , , ,C2609129, 
intestinal capillariasis,"abdominal pain,dehydration,diarrhea,edema,weight loss", , , ,Capillaria philippinensis,"biopsy,colonoscopy,esophagogastroduodenoscopy,optical microscope", , , , 
androgenic alopecia, , , , , , ,704.09, ,C0162311, 
dentatorubral-pallidoluysian atrophy, , , , , , ,333.99,G11.8,"C0751776,C0751777,C0751778,C0751779,C0751780,C0751781,C0751782", 
Shy-Drager syndrome, , , , , , , , , ,D012791
Infantile free sialic acid storage disease, , , , , , , ,E77.8,"C1096902,C1963905,C2930923", 
paralytic shellfish poisoning, , , , , , , , , , 
hemiparesis, , , , , , ,342.9,I69.354,C0018989, 
scaphocephaly, , , , , , , , ,C0265534, 
Smith-Magenis syndrome, , , , , , ,758.33,Q93.5,"C0795864,C1866927",D058496
gastrointestinal system disease, , , ,smoking, , ,520-579.99,K92.9,C0012242,D004066
neuritis, , , , , , , , ,C0027813,D009443
spinocerebellar ataxia type 13, , , , , , , ,G11.2,C1854488,C537195
splenosis, , , , , , , , , ,D017890
chronic lower respiratory diseases, , , , , , , , , , 
variant Creutzfeldt–Jakob, , ,Creutzfeldt-Jakob disease, , , , , ,C0376329, 
Eosinophilic fasciitis, , , , , , ,728.89,M35.4,C0264005,C562487
asthenozoospermia, , , , , , , ,N46,"C0403823,C3810501",D053627
staphyloma, , , , , , , , , , 
depersonalization disorder, , , , , , ,300.6, ,C0683416,D003861
neurogenic bladder, ,"(RS)-baclofen,(RS)-oxybutynin,Hyoscyamine,bethanechol,botulinum toxin type A,distigmine,mirabegron", , ,neurological disorder, ,596.54, ,C0005697,D001750
stenosis, , , , , , , , , ,D003251
metabolic disease, , , , , , ,"277.8,277.9","E70.E90,E88.9",C0025517,D008659
struma ovarii, , , , , , , , ,C0038478,D013330
postencephalitic syndrome, , , , , , , , ,C0338664, 
strongyloidiasis,"abdominal pain,arthralgia,asthenia,bronchitis,conjunctivitis,cough,diarrhea,fever,headache,hepatomegaly,iritis,itch,meningitis,myalgia,myocarditis,nausea,sepsis,ulcer,urticaria,vertigo","albendazo,ivermectin,mebendazole,thiabendazole", , ,Strongyloides stercoralis,"ELISA,complete blood count,microscopy",127.2,"B78,B78.0,B78.1,B78.7,B78.9","C0038463,C0085810",D013322
Werdnig–Hoffmann disease, , , , , , ,335.0,G12.0,C0043116, 
clostridial necrotizing enteritis, , , , ,infection, , , ,C0014336, 
synucleinopathy, , , , , , , , , ,D000080874
astasis, , , , , , , , ,C0234966, 
Ollier disease,"Enchondroma,enchondromatosis", , , , , , ,Q78.4,C0024454, 
tauopathy, , , , ,"Microtubule associated protein tau,neurofibrillary tangle", , , ,C0949664,D024801
tetra-amelia, , , , , , , ,Q73.0,"C2931216,C2931218",C536498
agrammatism, , , , , , , , , , 
acute kidney tubular necrosis,necrosis, , , , , ,584.5,N17.0,C0022672,D007683
posterior tibial tendon dysfunction, , , , , , , ,M76.82, ,D037081
reactive airway disease, , , , , , , , ,C3714497, 
Transient epileptic amnesia, , , , ,temporal lobe epilepsy, , , , , 
recurrent corneal erosion, , , , , , ,371.42,H18.83,C0155119, 
skin infection, ,"(2R)-daptomycin,azithromycin,aztreonam,chlorhexidine,clarithromycin,clindamycin,clioquinol,crystal violet,ertapenem,loracarbef,mezlocillin,penicillin v potassium,piperacillin,sulconazole,ticarcillin", , , , , , ,C0037278,D012874
delusional misidentification syndrome, , , , , , , , , , 
cervicitis,inflammation, , , , , ,616.0,N72,"C0007860,C0007861",D002575
reticular erythematous mucinosis, , , , , , , , , , 
Wagner's disease, , , , , , , ,H35.5,"C0339540,C1840452",C536075
varicose ulcer, , , , , , , , , ,D014647
cardiogenic shock, , , , , , , , ,C0036980,D012770
Focal infection of oral origin, , , , , , , , , ,D005491
obstetrical hemorrhage, , , , , , , , , , 
ureter carcinoma, , , , , , , , ,C0600079, 
adrenal insufficiency, , , , , , , , ,C0001623,D000309
odontoma, , , , , , , , ,C0028882,D009810
Rhinophyma, , , , , , , , , ,D012224
growth disorder, , , , , , , , , ,D006130
Plagiocephaly, , , , , , , , , ,D059041
hypereosinophilic syndrome, ,hydroxyurea, , , , , , , ,D017681
Lacunar amnesia, , , , , , , , , , 
Cracked nipple, , , , , , , , ,"C0437099,C2909538", 
angiostrongyliasis, , , , ,Angiostrongylus cantonensis, ,128.8,"B81.3,B83.2",C0392662,C536369
Abrachia, , , , , , , ,Q71.0,C4024200, 
Skumin syndrome, , , , , , , , , , 
Masked depression, , , , , , , , , , 
post-concussion syndrome,"dizziness,headache,irritability", ,Q3508591, , , , , , ,D038223
sinus arrhythmia, , , ,smoking, , , , ,C0003813,D001146
Youssef's syndrome, , , , , , , , ,C0269136, 
Jessner's lymphocytic infiltration of the skin, , , , , , , ,L98.6,C0580181, 
upper respiratory tract infection, ,"(E)-cefprozil,DL-ofloxacin,Trovafloxacin,amikacin,amoxicillin,ampicillin,azithromycin,aztreonam,bacampicillin,cefaclor,cefadroxil,cefamandole,cefapirin,cefazolin,cefdinir,cefditoren,cefixime,cefoperazone,cefotaxime,cefotetan,cefoxitin,cefpodoxime proxetil,ceftazidime,ceftizoxime,ceftriaxone,cephalexin,cephalothin,ciprofloxacin,clarithromycin,cloxacillin,cyclacillin,dicloxacillin,ertapenem,gatifloxacin,gentamicin,imipen,kanamycin (extract),levofloxacin,loracarbef,meropenem,mezlocillin,moxifloxacin,nafcillin,oxacillin,penicillin v potassium,piperacillin,sparfloxacin,ticarcillin,tobramycin,trimethoprim", , , , , , , , 
Latrodectism, , , , ,spider bite, , , ,C1274555, 
Proctalgia fugaz, , , , , , , , , , 
abnormal uterine bleeding, , , , , , , , , ,D014592
atypical pneumonia, , , , , , , , ,C0857946, 
furunculosis, , , , , , , , , ,D005667
eye injury,ocular changes, , , , , , , , ,D005131
Miller syndrome, , , , , , ,759.89,Q75.4,C0265257,C537680
Ramsay Hunt syndrome, , ,"Ramsay Hunt syndrome type 3,geniculate herpes zoster,myoclonic cerebellar dyssynergia", , , , , , , 
alopecia, , , , , , , , , ,D000505
Haemolacria, , , , , , , , ,C2747932, 
Idiopathic Hypersomnia, , , , , , ,"327.11,327.12",F51.1,"C0033138,C0751757",D020177
autosomal dominant polycystic kidney, , , , , , , , , ,D016891
Majewski's polydactyly syndrome, , , , , , , , , , 
lymph node metastasis, , , , , , , , ,C0686619, 
acarophobia, , , , , , , , , , 
neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency, , , , , , , ,E71.1,C0342738,C562803
Acropachy, , , , , , , ,Q68.1,"C0345408,C1861514", 
vascular disease of the extremities, , , , , , , , , , 
factor XII deficiency, , , , , , ,286.3,D68.2,C0015526,D005175
Neuhauser anomaly, , , , , , , ,Q25.4, , 
anthropozoonosis, , , , , , , , ,C0275535, 
Progressive inflammatory neuropathy, , , , , , , , , , 
kyphoscoliosis, , , , , , , , ,C0575158, 
ascending aortic aneurysm, , , , , , , , ,C0856747, 
aneurysm of hepatic artery, , , , , , , , , , 
sternum aplasia, , , , , , , , ,C4024990, 
Kjer's optic neuropathy, , , , , , , ,H47.2,C0338508, 
pulmonary atresia with Ventricular Septal Defect, , , , , , , ,Q25.5,C0344976,C562833
