diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh
postpartum thyroiditis, , , , , , , , , ,D050032
frontotemporal lobar degeneration, , , , , , , , , ,D057174
progressive nonfluent aphasia, , , , , , , ,G31.0,C0751706,D057178
recurrent miscarriage, , , , , , , ,N96, ,D000026
miscarriage, , ,"abortion,stillbirth", , , , , ,C0000786,D000022
serum sickness, , , , , , , , , ,D012713
carcinoma, ,"anastrozole,axitinib,bevacizumab,cabazitaxel,diethylstilbestrol,everolimus,ipilimumab,lidocaine,nilutamide,olaparib,paclitaxel,regorafenib,sirolimus,tolvaptan,trastuzumab",angioma,smoking, , , , ,"C0007097,C0553707,C1368683",D002277
rabies,"cardiac arrest,chills,fear,hallucination,headache,hydrophobia (sign),hyperactivity,hypersalivation,increase,insomnia,irritability,mydriasis,pain,paralysis,paresthesia,phonophobia,photophobia,respiratory arrest,vomiting", , , ,rabies virus, ,071,"A82,A82.0,A82.1,A82.9",C0034494,D011818
hemorrhoid, ,"Euphorbia prostrata,benzocaine,cortisol,phenylephrine,pramoxine",Anorectal varices, , , ,"455,455.8",K64,C0019112,D006484
arterial hypertension, ,"(RS)-metoprolol,(S)-(−)-timolol,(±)-carvedilol,Amlodipine / atorvastatin,Amlodipine/benazepril,Bisoprolol / Hydrochlorothiazide,Enalapril / Hydrochlorothiazide,Eplerenone,Fosinopril,Hydrochlorothiazide / Lisinopril,Hydrochlorothiazide / Losartan,Hydrochlorothiazide / Spironolactone,Hydrochlorothiazide / Triamterene,Hydrochlorothiazide / valsartan,LCZ696,Telmisartan/hydrochlorothiazide,acebutolol,aliskiren,amiloride,amlodipine,amlodipine/valsartan,atenolol,atenolol/chlorthalidone,benazepril,bendroflumethiazide,benzthiazide,bepridil,betaxolol,bisoprolol,bumetanide,candesartan,candesartan / Hydrochlorothiazide,captopril,carteolol,carteolol hydrochloride,chlorothiazide,chlorthalidone,clonidine,clonidine hydrochloride,cyclothiazide,dabigatran etexilate,deserpidine,diltiazem,doxazosin,enalapril,eprosartan,esmolol,ethacrynate sodium,ethacrynic acid,ezetimibe / Simvastatin,felodipine,furosemide,guanabenz,guanadrel,guanethidine,guanfacine,hydralazine,hydrochlorothiazide,hydroflumethiazide,indapamide,irbesartan,irbesartan / hydrochlorothiazide,isradipine,labetalol,lisinopril,lisinopril dihydrate,losartan,mecamylamine,methyclothiazide,methyldopa,metolazone,mibefradil,minoxidil,moexipril,nadolol,nebivolol,nicardipine,nifedipine,nisoldipine,olmesartan,penbutolol,perindopril,phenoxybenzamine,phentolamine,pindolol,polythiazide,prazosin,propranolol,quinapril,quinethazone,ramipril,reserpine,rivaroxaban,spironolactone,telmisartan,terazosin,torasemide,trandolapril,triamterene,trichlormethiazide,ubidecarenone,valsartan,verapamil","intracranial hypertension,pulmonary hypertension", , , ,"401-405.99,997.91","I10,I10-I15,I15","C0020538,C0497247",D006973
Epiploic appendagitis, , , , , , , , ,C1535976, 
meningitis,"fever,headache,meningeal syndrome,nausea,photophobia,vomiting","5-fluorocytosine,DL-ofloxacin,amikacin,ceftriaxone,flucloxacillin,minocycline", , ,"Haemophilus influenzae,Listeria monocytogenes,Neisseria meningitidis,Streptococcus pneumoniae,virus","lumbar puncture,microbiological culture,neurological examination,optical microscope,polymerase chain reaction,viral culture","322,322.9","G03,G03.9",C0025289,D008581
diabetic foot, , , , ,diabetes, , , ,C0206172,D017719
diabetic foot ulcer, , , , ,peripheral neuropathy, , , , , 
thyroid nodule, , , , ,thyroid adenoma, , , , ,D016606
ventricular tachycardia, ,"(RS)-metoprolol,Epinephrine / Lidocaine,amiodarone", , , , , ,I47.2,C0042514,D017180
bone fracture, ,"Teriparatide,denosumab", , ,"injury,stress fracture",medical radiography, , ,C0016658,D050723
snakebite, , ,Dry bite, ,animal attack, , ,T63.0,C0037379,D012909
albinism, ,trioxsalen, , , , , , ,"C0001916,C0333913",D000417
wart, , ,Q97375128, ,human papillomavirus infection, , , ,C3665596,D014860
hypoxia, , ,hypoxia, , , , , ,C0700292,D000860
spasticity, ,"(RS)-baclofen,carisoprodol,chlormezanone,clonidine,cyclobenzaprine,dantrolene,diazepam,meprobamate,metaxalone,prazepam,tizanidine",spastic, , , , , ,C0026838,D009128
dandruff, , , , , , ,690.18, ,C0423775,D063807
medullary sponge kidney, , , , , , ,753.17,Q61.5,C0022681,D007691
Picardy sweat, , , , , , , , , , 
vascular malformation, , , , , , , , ,"C1275966,C1961121",D054079
coprolalia, , , , , , , , ,C0233729, 
febrile seizure, ,"diazepam,phenobarbital,phenytoin", , , , ,780.31, ,C0009952,D003294
dyslexia,reading disorder and écrites disrder, , , ,genetic disease,functional magnetic resonance imaging, ,R48.0,C0476254,D004410
gout,"arthralgia,erythema,joint effusion,swelling","(S)-(−)-colchicine,Pegloticase,allopurinol,aspirin,diclofenac,febuxostat,ibuprofen,indomethacin,naproxen,probenecid,sulfinpyrazone,sulindac", , , , ,"274,274.0,274.00,274.9","M10,M10.9","C0003868,C0018099",D006073
migraine,"burping,headache,nausea,photophobia,vomiting","(S)-duloxetine,almotriptan,amitriptyline,botulinum toxin type A,buprenorphine,butorphanol,clonixin,diclofenac,dihydroergotamine,eletriptan,ergotamine,fentanyl,gabapentin,ibuprofen,ketorolac,lamotrigine,naproxen,naratriptan,paracetamol,pregabalin,propranolol,rizatriptan,sumatriptan,topiramate,triptan,venlafaxine,zolmitriptan,zonisamide", , ,unknown,"neuroimaging,physical examination","346,346.80,346.9,346.90","G43,G43.9,G43.909","C0042331,C0149931,C0744641",D008881
hemophilia, , , , , , , , ,C0684275, 
Ancylostoma duodenale ancylostomiasis,"abdominal pain,fatigue,hypochromic anemia","albendazo,mebendazole", , ,"Ancylostoma duodenale,Necator americanus", , , , ,C538433
traveler's diarrhea, , , , , , , , ,C0277528, 
brain abscess, , , , ,bacteria, , , ,C0006105,D001922
floater, , , , , , , , , , 
bleeding gums, , , , , , , , ,C0017565,D005884
Alien hand syndrome, , , , , , , , , ,D055964
toothache, , ,Toothache,smoking, , , , , ,D014098
hysteria, , ,Histeria, , , , , , ,D007046
liver cirrhosis, ,"Peginterferon alfa-2a,Peginterferon alfa-2b,adefovir,boceprevir,bumetanide,daclatasvir,entecavir hydrate,ethacrynate sodium,ethacrynic acid,furosemide,ledipasvir/sofosbuvir,obeticholic acid,ribavirin,rifaximin,simeprevir,sofosbuvir,tolvaptan,torasemide", , ,"HFE hereditary haemochromatosis,Indian childhood cirrhosis,alcoholism,autoimmune hepatitis,hepatitis,primary sclerosing cholangitis","blood test,computed tomography,liver biopsy,medical ultrasonography",571.5,K74.60,"C0023890,C0239946",D008103
tobacco use disorder, , , , , , , , , ,D014029
delirium, , , , , ,NEECHAM Confusion Scale, , , ,D003693
pneumoperitoneum, , , , , , , , , ,D011027
cluster headache,"headache,irritability,nasal congestion,photophobia,psychomotor agitation,ptosis,red eye,runny nose,sweating,tear secretion", , , ,unknown,"medical history,neuroimaging,neurological diagnostic techniques", , ,C0009088,D003027
kerion, , , , , , , ,B35.0,C0276742,C536165
bronchitis, ,"acefylline,azithromycin,cefdinir,cefixime,cefpodoxime,dicloxacillin sodium,dyphylline,erdosteine,josamycin,methacycline,sparfloxacin",bronchiolitis, , , ,"466.0,490,491,491.8,491.9","J20,J20.9,J40,J42","C0006277,C0008677,C0149514",D001991
Bálint's syndrome,"oculomotor apraxia,optic ataxia,simultanagnosia", , , , , , ,H51.8,C0270706, 
Epstein syndrome, , , , , , , , , ,C535507
Erdheim-Chester disease, ,vemurafenib, , , , ,277.89,D76.3,C0878675,D031249
erethism, , , , ,mercury poisoning, , , , ,D020262
frostbite, , , , , , , , , ,D005627
ovine and caprine brucellosis,back pain, , , ,Brucella melitensis, ,023.0,A23.0,C0302362, 
Ectopia cordis, , , , , , ,746.87,Q24.8,C0013580,D054083
heart conduction disease, ,bretylium, , , , ,426.6, ,"C0004331,C0029630",D006327
erythema nodosum, ,thalidomide, , , , , , ,C0014743,D004893
erythroderma, , , , , , , , ,C0011606,D003873
steatosis, , , , , , , , , , 
air embolism, , ,decompression sickness, , , , , , ,D004618
cerebral hemorrhage, ,"Alteplase,simvastatin", , , , , , ,C4229449,D002543
mole, , , , , , , , , , 
extrapyramidal symptoms, , , , ,medication, , , ,"C0015371,C0234133", 
Paraneoplastic pemphigus, , , , , , , ,"L10.8,L10.81",C1112570, 
myofibrillar myopathy 3, , , , , , , , , , 
Fazio-Londe disease, ,riboflavin 5'-phosphate sodium dihydrate, , , , , , ,C0015708, 
Binswanger's disease, , , , , , , , , , 
Fechtner syndrome, , , , , , , , , , 
oculocutaneous albinism type 1, , , , , , , ,E70.3,C0268494,C537729
fever of unknown origin, , , , , , , , ,C0015970,D005335
conjunctival concretion, , , , , , ,372.54,H11.12,C0155162, 
fibroleiomyoma, , , , , , , , , , 
fibromatosis, , , , , , , , ,C0016048, 
petechia, , , , , , ,782.7, ,C0031256,D011693
spinal cord injury,"chronic pain,hypoesthesia,paralysis","(RS)-baclofen,dantrolene", , , ,"computed tomography,magnetic-resonance imaging,radiography", , ,C0037929,D013119
puerperal infection, , , , , , , , , ,D011645
Gradenigo's syndrome, , , , , , , , ,C0018121, 
Aplasia cutis congenita, , , , , , ,757.39,Q84.8,C0282160, 
hallux rigidus, , , , , , , , ,C0264134,D020859
Aortoiliac occlusive disease, , , , , , , , , ,D007925
catatonic schizophrenia,"Pavlov's symptom,catalepsy,catatonic excitement,muteness,negativism,psychological pillow,waxy flexibility", , , , , , , , ,D012560
Foix–Chavany–Marie syndrome, , , , , , , , ,C2931412,C537069
nymphomania, , , , , , , , ,C0233619, 
branchiootic syndrome 1, , , , , , , , , , 
arteriosclerotic heart disease,"angina pectoris,dyspnea,fatigue,lightheadedness,nausea,neck pain","anti-diabetic medication,aspirin,beta blocker,calcium channel blocker,clopidogrel,isosorbide dinitrate,isosorbide mononitrate,lipid regulating agent,papaverine,pharmaceutical preparation of nitroglycerin,ranolazine,statin,tirofiban", ,"HIV/AIDS,age of a person,arterial hypertension,atherosclerosis,autoimmune disease,chronic kidney disease,congenital heart disease,diabetes,hyperlipidemia,hypertriglyceridemia,insomnia,metabolic syndrome,obesity,psychological stress,sedentary lifestyle,sleep apnea,smoking,tobacco smoking", ,"Coronary computed tomography angiography,cardiovascular magnetic resonance,exercise electrocardiography,myocardial perfusion imaging,stress echocardiography", , ,"C0010054,C3665365", 
buckle fracture, , , , , , , , ,C1146542, 
Fregoli delusion, , , , , , , , , , 
Madelung's deformity, , , , , , ,755.54,Q74.0,C0152441, 
schizencephaly, , , , , , ,742.4,Q04.6,C0266484,D065707
Keratoglobus, , , , , , , , ,C3887531, 
Chronic Somogyi rebound, , , , , , , , , , 
hypertriglyceridemia, ,"Colesevelam,Colestipol,Colestyramine,atorvastatin,cerivastatin,clofibrate,fenofibrate,fluvastatin,gemfibrozil,lovastatin,pravastatin,simvastatin", , , , , , ,C1522137,D015228
micropenis, , , , , , , ,Q55.6,"C0266435,C1387005", 
acute dystonia, , , , , , , , ,C0234992, 
apparent life-threatening event syndrome, , , , , , , , , ,D057768
osteoid osteoma, , , , , , , , ,C0029441,D010017
lipid metabolism disorder, ,"Colesevelam,fluvastatin,rosuvastatin", , , , , , ,"C0023772,C0242339,C4025650",D052439
encephalopathy due to GLUT1 deficiency, , , , , , , ,G93.4,"C1847501,C3149117,CN030711",C536830
hydrops of gallbladder, , , , , , ,575.3,K82.1,C0152445, 
Biliary sludge, , , , , , , , ,C0282074, 
overload disease, , , , , , , , , , 
atrial flutter, ,"amiodarone,apixaban,dabigatran etexilate,dofetilide,rivaroxaban,warfarin", , , , ,427.32, ,C0004239,D001282
hemoperitoneum, , , , , , , , ,"C0019065,C0744735",D006465
Infant toxicosis, , , , , , , , , , 
parakeratosis, , , , , , , , ,C0030436,D010241
Vitreous hemorrhage, , , , , , , , ,C0042909,D014823
Oculo-facial-cardio-dental syndrome, , , , , , , , , ,C537465
parkinsonian syndrome, ,"Carbidopa/levodopa,pimavanserin,procyclidine,ropinirol", , , , , , ,C0242422,D020734
microhematuria, , , , , , ,599.72,R31.1,C0239937, 
Postictal  twilight state, , , , ,epilepsy, , , , , 
oneiroid syndrome, , ,oneirism, , , , , , , 
genu varum, , , , , , , , ,C0544755,D056305
multiple endocrine neoplasia, , , , , , ,258.0,D44.8,C0027662,D009377
Developmental verbal dyspraxia, , , , , , ,315.39, ,C0750927, 
congenital aplasia of the vas deferens, , , , , , , , , , 
osteitis pubis, , ,Athletic pubalgia, , , , , , , 
Hemoglobin Barts, , , , , , , , , , 
pharyngeal phlegmon, , , , , , , , , , 
nephroptosis, , , , , , , ,N28.83,C1384594, 
venous ulcer, ,Becaplermin, , , , , , , , 
trichophagia, , , , , , , , , , 
conductive hearing loss, , , , ,middle ear anomaly, , , ,C0018777,D006314
pseudolymphoma, , , , , , , , ,C0221269,D019310
Spermaturia, , , , , , , , ,C1536073, 
Post-transplant lymphoproliferative disorder, ,"doxorubicin,rituximab", , , , , ,D47.9,"C0432487,C2367985", 
polysyndactyly, , , , , , , , ,C0265553, 
Ear mite, , , , , , , , , , 
Cutaneous larva migrans, , , , , , ,126.9,B76.9,C0546999,D007815
heparin-induced thrombocytopenia, ,(21R)-argatroban, , , , ,289.84,D69.5,C0272285, 
retroperitoneal fibrosis, , , , , , ,593.4, ,C0035357,D012185
hepatization of lungs, , , , , , , , , , 
Q1607642, , , , , , , , , , 
hereditary folate malabsorption, , , , , , , ,D52.8,C0342705,C562799
herpesviral encephalitis, , , , , , , , ,C2751803, 
hypervolemia, , , , , , , , ,C0546817, 
Hyper IgM syndrome, , , , , , , , , ,D053306
brainstem disease, , , , , , , , ,C0151532, 
hirsutism, , , , , , , , ,C0019572,D006628
Hoigne syndrome, , , , , , , , ,C1167750, 
Neonatal hemochromatosis, , , , , , , ,E83.1,C0268059,C536394
sialolithiasis, , , , , , ,527.5,K11.5,C0036091,D020792
Mallory–Weiss syndrome, , , , , , , , , ,D008309
Slocumb's syndrome, , , , , , , , , , 
Keratosis pilaris, , , , , , , , ,C0263383,C537412
polycoria, , , , , , , , , , 
Hyper-IgD syndrome, , , , ,mevalonic aciduria, , ,E85.0,C0398691, 
hyperkeratosis, , , , , , , , ,C0870082, 
factitious hypoglycemia, , , , , , , , , , 
Marie Unna hereditary hypotrichosis, , , , , , , ,Q84.0,C2931059,C535912
hematidrosis, , , , , , , , ,C1536022, 
Suspension trauma, , , , , , , , , , 
osteonecrosis of the femoral head, , , , , , , ,M87.8,"C0410480,C0524595",D005271
ideomotor apraxia, , , , , , ,315.8, ,C0234523,D020240
postoperative nausea and vomiting, ,metoclopramide, , , , , , , ,D020250
intercostal neuralgia, , , , , , , , , , 
neurocytoma, , , , , , , , ,C1622510,D018306
intrauterine growth restriction, , , , , , ,"764.9,764.90,764.91,764.92,764.93,764.94,764.95,764.96,764.97,764.98,764.99", ,"C0015934,C0302511",D005317
Bardet-Biedl syndrome, , , , , , , ,Q87.89,C0752166,D020788
vesicle, , ,vesicle, , , , , ,C0333262, 
Freiberg disease, , , , , , , , ,C0264099,C535636
Zuelzer-Wilson's syndrome, , , , , , , , ,C0085758, 
Gardner's syndrome, , ,parental alienation syndrome, , , ,759.89,D12.6,C0017097,D005736
Salter–Harris fracture, , , , , , , , , ,D000072042
normal pressure hydrocephalus,"altered level of consciousness,gait abnormality,urinary incontinence", , , , , ,331.5,G91.2,C0020258,D006850
Achenbach syndrome, , , , , , , , ,C0473563, 
cardiomegaly, , , , ,"dilated cardiomyopathy,hypertrophic cardiomyopathy",Hypertrophic cardiomyopathy screening, , ,C0018800,D006332
cancerophobia, , , , , , , , , , 
carcinoid tumor, ,"bevacizumab,everolimus,octreotide,sunitinib,telotristat ethyl", , , , ,209.60, ,C0007095,D002276
wedge shaped vertebra, , , , , , , , ,C0264112, 
KISS syndrome, , , , , , , , ,C1328357, 
receptive aphasia, , , , , , , , , ,D001041
King–Kopetzky syndrome, , , , , , , , , , 
clavicle fracture, , , ,smoking, , , , , , 
polymyalgia rheumatica,chronic secondary musculoskeletal pain,"Etanercept,methotrexate,prednisolone,prednisone,tocilizumab", , , , ,725,M35.3,"C0032533,C1527406",D011111
pathologic fracture, , , , , , , , ,C0016663,D005598
rheumatoid nodule, , , , , , , , ,C0035450,D012218
Pierre Robin syndrome,Glossoptosis, , , , , , , , ,D010855
medication overuse headache, , , , , , , , , , 
Onychotillomania, , , , , , , , ,C0233623, 
Palilalia, , , , , , , , , , 
pseudarthrosis, , , , , , , , ,C0033785,D011542
transposition of great vessels, , , , , , , ,"Q20.3,Q20.5",C0040761,D014188
microtia, , , , , , , , ,C0152423,D065817
trigonocephaly, , , , , , , , ,C3280974, 
deep vein thrombosis, , , , , , , , , , 
Malum perforans, , , , , , , , , , 
cryopyrin-associated periodic syndrome, , , , , , , , , ,D056587
Acoustic shock, , , , , , , , ,C1706699, 
knee osteoarthritis, , , , , , , , ,C0409959,D020370
sacrococcygeal teratoma, , , , , , , , , , 
piblokto, , , , , , , , , , 
contrast-induced nephropathy, , , , ,contrast agent, , ,T508X5A,C4055183, 
impaired coordination, , , , , , , , ,C3806754, 
levo-transposition of the great arteries, , , , , , ,745.12,Q20.5,"C0232301,C0344616,C1275809",C535426
Malakoplakia, , , , , , , , ,C0024525,D008287
idiopathic interstitial pneumonia,pneumonia, , , , , , ,"J84.11,J84.112,J84.114","C0085786,C2350236",D054988
Meigs syndrome, , , , , , ,629.89,D27,C0025184,D008539
Ectopia lentis, , , , , , , , , ,D004479
lipoblastoma, , , , , , , , ,C1260965,D062689
pseudogynecomastia, , , , , , , , ,C4049281, 
lipedema, , , , , , , ,E65,"C0020473,C0398370",D065134
milker's fever, , , , , , , , , , 
insomnia, ,"alprazolam,amitriptyline,amobarbital,aprobarbital,bromodiphenhydramine,butabarbital,cidoxepin,clonazepam,diazepam,diphenhydramine,doxylamine,estazolam,eszopiclone,ethchlorvynol,ethinamate,flurazepam,gabapentin,glutethimide,lorazepam,methyprylon,mirtazapine,olanzapine,propiomazine,quazepam,quetiapine,ramelteon,risperidone,secobarbital,sodium oxybate,suvorexant,temazepam,thiobutabarbital,trazodone,triazolam,zaleplon,zolpidem","amnesia,sleep apnea", , , ,780.52,G47.0,"C0393770,C0917801,C3279991",D007319
lack of vaginal lubrication, , , , , , , , ,C0241633, 
Kienbock's disease, , , , , , , ,"M92.2,M93.2",C0022682, 
solitary pulmonary nodule, , , , , , , ,R91.1,C0009250,D003074
Congenital pulmonary venous return anomaly, , , , , , , ,"Q26.2,Q26.3,Q26.4",C0265916, 
toxic epidermal necrolysis, , , , , , ,695.15,L51.2,C0014518, 
lymphocele, , , , , , ,457.8, ,C0024248,D008210
retrognathism, , , , , , , , ,C3494422,D063173
May–Hegglin anomaly, , , , , , , , , , 
middle cerebral artery infarction, , , , , , , , ,C0740392,D020244
alpha chain disease, , , , , , , ,C88.3,C0021071,D007161
medullary cystic kidney disease, , , , , , , , ,"C1859040,C4054550", 
meningeal carcinomatosis, , , , ,metastatic malignant neoplasm, , , ,C0220654,D055756
microscopic polyangiitis, ,rituximab, , , , , ,M31.7,"C0343192,C2347126",D055953
Milium, , , , , , , , ,C0345996, 
neurofibromatosis type II, , , , , , , , ,C0027832,D016518
Morton's neuroma, , , , , , , , , ,D000070607
multiminicore myopathy, , , , , , , ,G71.2,C0270962, 
hereditary multiple exostoses,exostosis, , , , , , ,Q78.6,"C0015306,C0206641",D005097
Myeloma cast nephropathy, , , , , , , , ,C0268784, 
