diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh,nci,article
diabetic foot ulcer, , , , ,peripheral neuropathy, , , , , , ,https://en.wikipedia.org/wiki/Diabetic_foot_ulcer
thyroid nodule, , , , ,thyroid adenoma, , , , ,D016606,C3415,https://en.wikipedia.org/wiki/Thyroid_nodule
ventricular tachycardia, ,"(RS)-metoprolol,Epinephrine / Lidocaine,amiodarone", , , , , ,I47.2,C0042514,D017180,C50802,https://en.wikipedia.org/wiki/Ventricular_tachycardia
bone fracture, ,"Teriparatide,denosumab", , ,"injury,stress fracture",medical radiography, , ,C0016658,D050723,C3046,https://en.wikipedia.org/wiki/Bone_fracture
snakebite, , ,Dry bite, ,animal attack, , ,T63.0,C0037379,D012909, ,https://en.wikipedia.org/wiki/Snakebite
albinism, ,trioxsalen, , , , , , ,"C0001916,C0333913",D000417,C84543,https://en.wikipedia.org/wiki/Albinism
wart, , ,Q97375128, ,human papillomavirus infection, , , ,C3665596,D014860, ,https://en.wikipedia.org/wiki/Wart
hypoxia, , ,hypoxia, , , , , ,C0700292,D000860,C3890,https://en.wikipedia.org/wiki/Hypoxia_(medical)
spasticity, ,"(RS)-baclofen,carisoprodol,chlormezanone,clonidine,cyclobenzaprine,dantrolene,diazepam,meprobamate,metaxalone,prazepam,tizanidine",spastic, , , , , ,C0026838,D009128,C79750,https://en.wikipedia.org/wiki/Spasticity
dandruff, , , , , , ,690.18, ,C0423775,D063807,C111657,https://en.wikipedia.org/wiki/Dandruff
medullary sponge kidney, , , , , , ,753.17,Q61.5,C0022681,D007691,C34751,https://en.wikipedia.org/wiki/Medullary_sponge_kidney
Picardy sweat, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Picardy_sweat
vascular malformation, , , , , , , , ,"C1275966,C1961121",D054079,C112117,https://en.wikipedia.org/wiki/Vascular_malformation
coprolalia, , , , , , , , ,C0233729, , ,https://en.wikipedia.org/wiki/Coprolalia
febrile seizure, ,"diazepam,phenobarbital,phenytoin", , , , ,780.31, ,C0009952,D003294,C116503,https://en.wikipedia.org/wiki/Febrile_seizure
dyslexia,reading disorder and écrites disrder, , , ,genetic disease,functional magnetic resonance imaging, ,R48.0,C0476254,D004410,C96410,https://en.wikipedia.org/wiki/Dyslexia
gout,"arthralgia,erythema,joint effusion,swelling","(S)-(−)-colchicine,Pegloticase,allopurinol,aspirin,diclofenac,febuxostat,ibuprofen,indomethacin,naproxen,probenecid,sulfinpyrazone,sulindac", , , , ,"274,274.0,274.00,274.9","M10,M10.9","C0003868,C0018099",D006073,C34650,https://en.wikipedia.org/wiki/Gout
migraine,"burping,headache,nausea,photophobia,vomiting","(S)-duloxetine,almotriptan,amitriptyline,botulinum toxin type A,buprenorphine,butorphanol,clonixin,diclofenac,dihydroergotamine,eletriptan,ergotamine,fentanyl,gabapentin,ibuprofen,ketorolac,lamotrigine,naproxen,naratriptan,paracetamol,pregabalin,propranolol,rizatriptan,sumatriptan,topiramate,triptan,venlafaxine,zolmitriptan,zonisamide", , ,unknown,"neuroimaging,physical examination","346,346.80,346.9,346.90","G43,G43.9,G43.909","C0042331,C0149931,C0744641",D008881,C89715,https://en.wikipedia.org/wiki/Migraine
hemophilia, , , , , , , , ,C0684275, ,C3093,https://en.wikipedia.org/wiki/Haemophilia
Ancylostoma duodenale ancylostomiasis,"abdominal pain,fatigue,hypochromic anemia","albendazo,mebendazole", , ,"Ancylostoma duodenale,Necator americanus", , , , ,C538433,C34374,https://en.wikipedia.org/wiki/Ancylostomiasis
traveler's diarrhea, , , , , , , , ,C0277528, , ,https://en.wikipedia.org/wiki/Travelers%27_diarrhea
brain abscess, , , , ,bacteria, , , ,C0006105,D001922, ,https://en.wikipedia.org/wiki/Brain_abscess
floater, , , , , , , , , , ,C50808,https://en.wikipedia.org/wiki/Floater
bleeding gums, , , , , , , , ,C0017565,D005884, , 
Alien hand syndrome, , , , , , , , , ,D055964, ,https://en.wikipedia.org/wiki/Alien_hand_syndrome
toothache, , ,Toothache,smoking, , , , , ,D014098, ,https://en.wikipedia.org/wiki/Toothache
hysteria, , ,Histeria, , , , , , ,D007046, ,https://en.wikipedia.org/wiki/Hysteria
liver cirrhosis, ,"Peginterferon alfa-2a,Peginterferon alfa-2b,adefovir,boceprevir,bumetanide,daclatasvir,entecavir hydrate,ethacrynate sodium,ethacrynic acid,furosemide,ledipasvir/sofosbuvir,obeticholic acid,ribavirin,rifaximin,simeprevir,sofosbuvir,tolvaptan,torasemide", , ,"HFE hereditary haemochromatosis,Indian childhood cirrhosis,alcoholism,autoimmune hepatitis,hepatitis,primary sclerosing cholangitis","blood test,computed tomography,liver biopsy,medical ultrasonography",571.5,K74.60,"C0023890,C0239946",D008103,C2951,https://en.wikipedia.org/wiki/Cirrhosis
tobacco use disorder, , , , , , , , , ,D014029, , 
delirium, , , , , ,NEECHAM Confusion Scale, , , ,D003693,C2981,https://en.wikipedia.org/wiki/Delirium
pneumoperitoneum, , , , , , , , , ,D011027,C99012,https://en.wikipedia.org/wiki/Pneumoperitoneum
cluster headache,"headache,irritability,nasal congestion,photophobia,psychomotor agitation,ptosis,red eye,runny nose,sweating,tear secretion", , , ,unknown,"medical history,neuroimaging,neurological diagnostic techniques", , ,C0009088,D003027,C117077,https://en.wikipedia.org/wiki/Cluster_headache
kerion, , , , , , , ,B35.0,C0276742,C536165, ,https://en.wikipedia.org/wiki/Kerion
bronchitis, ,"acefylline,azithromycin,cefdinir,cefixime,cefpodoxime,dicloxacillin sodium,dyphylline,erdosteine,josamycin,methacycline,sparfloxacin",bronchiolitis, , , ,"466.0,490,491,491.8,491.9","J20,J20.9,J40,J42","C0006277,C0008677,C0149514",D001991,"C26722,C26932,C2911",https://en.wikipedia.org/wiki/Bronchitis
Bálint's syndrome,"oculomotor apraxia,optic ataxia,simultanagnosia", , , , , , ,H51.8,C0270706, , ,https://en.wikipedia.org/wiki/B%C3%A1lint%27s_syndrome
Alström syndrome,blindness, , , , , , , ,C0268425,D056769,C84549,https://en.wikipedia.org/wiki/Alstr%C3%B6m_syndrome
milk-alkali syndrome, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Milk-alkali_syndrome
aluminosis, , , , , , , , ,C0311227, , ,https://en.wikipedia.org/wiki/Aluminosis
alveolitis, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Alveolitis
Edwards syndrome, , ,orofaciodigital syndrome VIII, , , ,758.2,"Q91.0,Q91.1,Q91.2,Q91.3",C0152096,D000073842,"C101362,C36626",https://en.wikipedia.org/wiki/Edwards_syndrome
decompression sickness,"amnesia,arthralgia,convulsion,deafness,dizziness,dyspnea,fatigue,formication,godet sign,headache,hyperesthesia,impairment of continence,itch,mental confusion,mood swing,nausea,pain,paralysis,paresthesia,unconsciousness,vertigo,visual disturbance,vomiting", ,air embolism, ,decompression, , , , ,D003665, ,https://en.wikipedia.org/wiki/Decompression_sickness
amentia,"amnesia,delusion,disorientation,hallucination,perplexity", , , , , , , , , , , 
health effects of tobacco, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Health_effects_of_tobacco
hirsuties coronae glandis, , ,angiokeratoma of Fordyce, , , , , ,"C0269017,CL474385", , ,https://en.wikipedia.org/wiki/Pearly_penile_papules
Amino acid transport disorder, , , , , , ,270.0,E72.0,C0268641,D020157, ,https://en.wikipedia.org/wiki/Amino_acid_transport_disorder
cretinism, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Congenital_iodine_deficiency_syndrome
complete androgen insensitivity syndrome, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Complete_androgen_insensitivity_syndrome
ring chromosome, , , , , , , ,Q93.2, ,D012303,C3360,https://en.wikipedia.org/wiki/Ring_chromosome
intestinal parasite infection, , , , ,intestinal parasite, , , , ,D007411, ,https://en.wikipedia.org/wiki/Intestinal_parasite_infection
gestosis, , , , , , , , ,"C0032914,C1321782", , , 
kyphosis, , , , , , , , ,"C0022821,C1845112",D007738,C34754,https://en.wikipedia.org/wiki/Kyphosis
anasarka, ,"Icodextrin,Loteprednol etabonate,amiloride,bendroflumethiazide,benzthiazide,bumetanide,captopril,chlorothiazide,chlorthalidone,cyclothiazide,danazol,enalapril,ethacrynate sodium,ethacrynic acid,furosemide,hydrochlorothiazide,hydroflumethiazide,indapamide,methyclothiazide,metolazone,polythiazide,prednisolone,quinethazone,spironolactone,torasemide,triamterene,trichlormethiazide", , , , , , , , ,C98811,https://en.wikipedia.org/wiki/Anasarca
anastomotic leak, , , , , , , , , ,D057868, , 
paramyotonia congenita, , , , , , ,359.29,G71.1,"C0221055,C1868617,C1868619",C538616,C122790,https://en.wikipedia.org/wiki/Paramyotonia_congenita
Todd's paresis, , , , , , ,344.89, ,C0234544, , ,https://en.wikipedia.org/wiki/Todd%27s_paresis
sucrose intolerance, , , , , , ,271.3,E74.3,C1283620,C538139,C128190,https://en.wikipedia.org/wiki/Sucrose_intolerance
Hibernoma, , , , , , , , ,C0205822, ,C3702,https://en.wikipedia.org/wiki/Hibernoma
gigantism, , ,"Deep-sea gigantism,giantness", , , , ,E22.0,C0017547,D005877, ,https://en.wikipedia.org/wiki/Gigantism
neurasthenia, , , , , , , , , ,D009440, ,https://en.wikipedia.org/wiki/Neurasthenia
psoriatic arthritis, ,"Etanercept,apremilast,auranofin,aurothioglucose", , , , ,696.0,"L40.5,L40.50",C0003872,D015535,C61277,https://en.wikipedia.org/wiki/Psoriatic_arthritis
tetany,tetanic contraction,"Calcium Gluceptate,calcium chloride,calcium gluconate", , ,hypocalcaemia, , , ,C0039621,D013746,C114789,https://en.wikipedia.org/wiki/Tetany
paraphasia, , , , , , , , ,C0234488, , ,https://en.wikipedia.org/wiki/Paraphasia
Dactylitis, , , , , , , , ,C0239161, , ,https://en.wikipedia.org/wiki/Dactylitis
hamartoma, , , , , , ,759.6, ,C0018552,D006222, ,https://en.wikipedia.org/wiki/Hamartoma
uncombable hair syndrome, , , , , , , ,Q84.1,C0432347,C536939, ,https://en.wikipedia.org/wiki/Uncombable_hair_syndrome
hh blood group, , , , , , , , ,C1859408, , ,https://en.wikipedia.org/wiki/Hh_blood_group
endothelial dysfunction, , , , , , , , ,C0856169, , ,https://en.wikipedia.org/wiki/Endothelial_dysfunction
myelitis,inflammation, , , , , ,323.9, ,C0026975,D009187,C26832,https://en.wikipedia.org/wiki/Myelitis
Pena-Shokeir syndrome, , , , , , , , ,C0265228, ,C99008, 
alcoholic liver disease,"jaundice,nausea", , , ,alcohol consumption,"complete blood count,liver function tests", , , ,D008108, ,https://en.wikipedia.org/wiki/Alcoholic_liver_disease
aphakia, , ,aphasia, , , , , , ,D001035, ,https://en.wikipedia.org/wiki/Aphakia
anorchia, , ,anarchy, , , , ,Q55.0, , , ,https://en.wikipedia.org/wiki/Anorchia
anoxia, , , , , , , , , , ,C2876,https://en.wikipedia.org/wiki/Anoxemia
Eisenmenger's syndrome, , , , , , , ,I27.2,C0013743,D004541,C84390,https://en.wikipedia.org/wiki/Eisenmenger%27s_syndrome
anticholinergic toxidrome,"blurred vision,flushing,hyperopia,hyperthermia,mydriasis,oliguria,tachycardia,xeroderma,xerostomia", , , ,anticholinergic, , , , ,D064807, , 
self-defeating personality disorder, , ,"Masochism,masochism", , , , , ,C1404989, , ,https://en.wikipedia.org/wiki/Self-defeating_personality_disorder
omphalitis of newborn, , , , , , , , , , ,C116008,https://en.wikipedia.org/wiki/Omphalitis_of_newborn
myxoma, , , , , , , , , ,D009232, ,https://en.wikipedia.org/wiki/Myxoma
Chemotherapy-induced acral erythema, , , , , , , , ,C0549410,D060831, ,https://en.wikipedia.org/wiki/Chemotherapy-induced_acral_erythema
May–Thurner syndrome,"abnormal skin coloration,swelling", , , , , , , , ,D062108, ,https://en.wikipedia.org/wiki/May%E2%80%93Thurner_syndrome
photodermatitis, ,"4-aminobenzoic acid,avobenzone,cinoxate,hydroxychloroquine,oxybenzone", , , , ,692.72, ,"C0031762,C0162824",D017454, ,https://en.wikipedia.org/wiki/Photodermatitis
avolition, , , , , , , , ,C3495892, , ,https://en.wikipedia.org/wiki/Avolition
Hughes-Stovin syndrome, , , , , , , ,I28.8, , , ,https://en.wikipedia.org/wiki/Hughes%E2%80%93Stovin_syndrome
keratoconus, , , , , , ,"371.6,371.60","H18.6,H18.60",C0022578,D007640,C26806,https://en.wikipedia.org/wiki/Keratoconus
torticollis, , , , , , , , ,C0040485,D014103, ,https://en.wikipedia.org/wiki/Torticollis
calculus, , ,calculus, , , , , ,"C0023869,C1269628",D002137, ,https://en.wikipedia.org/wiki/Calculus_(medicine)
Apert syndrome, , , , , , , , , , ,C99099,https://en.wikipedia.org/wiki/Apert_syndrome
taijin kyofusho, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Taijin_kyofusho
alpha-1-antitrypsin deficiency, , , , , , ,273.4,"E88.0,E88.01","C0221757,C3501835",D019896,C84397,https://en.wikipedia.org/wiki/Alpha-1_antitrypsin_deficiency
Arachnoid cyst, , , , , ,Galassi classification, ,G93.0,"C0078981,C0751615",D016080,C3455,https://en.wikipedia.org/wiki/Arachnoid_cyst
preterm birth, , ,"abortion,preterm infant,stillbirth", , , , , , ,D047928,C92861,https://en.wikipedia.org/wiki/Preterm_birth
hip dysplasia, , , , , ,X-ray of hip dysplasia, , ,"C0019555,C1306065",D006618,"C116769,C119752",https://en.wikipedia.org/wiki/Hip_dysplasia
Eagle syndrome,"neck pain,otalgia,shoulder pain", , , , , ,733.99, ,C1868714,C538010, ,https://en.wikipedia.org/wiki/Eagle_syndrome
stimulant psychosis, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Stimulant_psychosis
occupational disease, , , , , , , , ,C0028797,D009784, ,https://en.wikipedia.org/wiki/Occupational_disease
Lujan–Fryns syndrome, , , , , , , , ,C0796022,C537724, ,https://en.wikipedia.org/wiki/Lujan%E2%80%93Fryns_syndrome
argyria,abnormal skin coloration, , , ,silver, , ,T56.8,C0003782,D001129, ,https://en.wikipedia.org/wiki/Argyria
Argyll Robertson pupil, , , , , , ,379.45,H57.01,C0155375, , ,https://en.wikipedia.org/wiki/Argyll_Robertson_pupil
flat feet problems, , , , , , ,734, ,"C0016202,C0264133",D005413,C34616,https://en.wikipedia.org/wiki/Flat_feet
mallet finger,"bruise,pain", , , , , , , , , , ,https://en.wikipedia.org/wiki/Mallet_finger
eosinophilic granuloma, , , , , , ,277.89,C96.6,C0014461,D004803,C3016,https://en.wikipedia.org/wiki/Eosinophilic_granuloma
Torsion dystonia, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Torsion_dystonia
radiation burn, , , , ,irradiation, , , ,"C0034561,C1504534",D011855,"C3349,C50722",https://en.wikipedia.org/wiki/Radiation_burn
Neu-Laxova syndrome, , , , , , , , ,C0265218,C536405, ,https://en.wikipedia.org/wiki/Neu%E2%80%93Laxova_syndrome
nephrogenic systemic fibrosis, , , , , , ,588.89, ,"C1619692,C3888044",D054989,C115158,https://en.wikipedia.org/wiki/Nephrogenic_systemic_fibrosis
pulmonary sequestration, , , , , , , ,Q33.2,C0006288,D001998, ,https://en.wikipedia.org/wiki/Pulmonary_sequestration
fibromuscular dysplasia, , , , , , , , ,C0016052,D005352,C84714,https://en.wikipedia.org/wiki/Fibromuscular_dysplasia
dopamine-responsive dystonia, , , , , , , ,G24.8,C1851920,C538007,C116719,https://en.wikipedia.org/wiki/Dopamine-responsive_dystonia
dysosmia, , , , , , , , , , ,"C116370,C86949",https://en.wikipedia.org/wiki/Dysosmia
Muselmann, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Muselmann
subarachnoid hemorrhage,"photophobia,vomiting","nimodipine,tranexamic acid", , ,aneurysm,computed tomography,430, ,C0038525,D013345,C50757,https://en.wikipedia.org/wiki/Subarachnoid_hemorrhage
psychogenic pain, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Psychogenic_pain
panic attack, , ,Panic Attack, , , , , , , , ,https://en.wikipedia.org/wiki/Panic_attack
spinal disc herniation, , , , , , , , ,"C0021818,C1832597",D007405, ,https://en.wikipedia.org/wiki/Spinal_disc_herniation
arteriovenous fistula, , , , , , , , ,"C0003855,C0332965",D001164,"C35377,C36192",https://en.wikipedia.org/wiki/Arteriovenous_fistula
Fixed drug reaction, , , , , , , , ,C0877391, , ,https://en.wikipedia.org/wiki/Fixed_drug_reaction
soft-tissue sarcoma, , , , , , , , ,"C0334492,C1261473,C2211494", ,C9306,https://en.wikipedia.org/wiki/Soft-tissue_sarcoma
Erythema induratum, , , , , , , , ,C0014741,D004891, ,https://en.wikipedia.org/wiki/Erythema_induratum
paroxysmal cold hemoglobinuria, , , , , , , ,D59.6,"C0086774,C0272129",C538618, ,https://en.wikipedia.org/wiki/Paroxysmal_cold_hemoglobinuria
Asomatognosia, , , , , , , , ,C0840927, , ,https://en.wikipedia.org/wiki/Asomatognosia
aspermia, , , , , , , , , ,D053714, ,https://en.wikipedia.org/wiki/Aspermia
Mismatch repair cancer syndrome, , , , , , , , ,C0265325,C536928,"C130202,C3938",https://en.wikipedia.org/wiki/Mismatch_repair_cancer_syndrome
tennis elbow, , , ,smoking, , , , ,C0039516,D013716, ,https://en.wikipedia.org/wiki/Tennis_elbow
asplenia, , ,Asplenia, , , , , , , , ,https://en.wikipedia.org/wiki/Asplenia
Condyloma, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Condyloma
Jarisch-Herxheimer reaction, , , , , , , , ,C0259756, , ,https://en.wikipedia.org/wiki/Jarisch%E2%80%93Herxheimer_reaction
lordosis, , , , , , , , ,C0024003,D008141,C34787,https://en.wikipedia.org/wiki/Lordosis
phakomatosis, , , , , , , , , ,D020752,C84348,https://en.wikipedia.org/wiki/Phakomatosis
atelectasis, , , , , , , , ,C0004144,D001261,C2888,https://en.wikipedia.org/wiki/Atelectasis
respiratory tract infection, , , , , , , , ,C0035243,D012141, ,https://en.wikipedia.org/wiki/Respiratory_tract_infection
Atony, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Atony
atypical choroid plexus papilloma, , , , , , , ,C71.5, , ,C53686, 
catarrh, , ,Q11687105, , , , , ,C0333355, , ,https://en.wikipedia.org/wiki/Catarrh
glucagonoma, , , , , , , , ,"C0017689,CL428078",D005935, ,https://en.wikipedia.org/wiki/Glucagonoma
sleep paralysis, , , , , , , , , ,D020188,C118171,https://en.wikipedia.org/wiki/Sleep_paralysis
hypopnea, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Hypopnea
sleep hypoventilation syndrome,hypoventilation, , , , , , , ,C2732337, , , 
sleep inversion, , , , , , , , ,C0338497, , ,https://en.wikipedia.org/wiki/Sleep_inversion
psychopathy, , ,psychosis, , , , , , , , ,https://en.wikipedia.org/wiki/Psychopathy
chronic thyroiditis, , , , , , , , ,C0677607,D050031,C27191,https://en.wikipedia.org/wiki/Hashimoto%27s_thyroiditis
frontal fibrosing alopecia, , , , , , , ,L66.1,C1274700, , ,https://en.wikipedia.org/wiki/Frontal_fibrosing_alopecia
linear IgA bullous dermatosis, , , , , , , ,L10.8,C0406650,D062027, ,https://en.wikipedia.org/wiki/Linear_IgA_bullous_dermatosis
photoinhibition, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Photoinhibition
Q8238535, , , , , , , , , , , , 
tree stake damage, , , , ,tree stake, , , , , , , 
dog urine damage to plants, , , , , , , , , , , , 
Q11775239, , , , , , , , , , , , 
effects of cold on plants, , , , , , , , , , , , 
Damage to plants by weather conditions, , , , , , , , , , , , 
effects of heat on plants, , , , , , , , , , , , 
Damage to plants by soil acidity or alkalinity, , , , , , , , , , , , 
Pollutant damage to plants, , , , , , , , , , , , 
effects of salinity on plants, , , , , , , , , , , , 
Q20058009, , , , , , , , , , , , 
Plant damage by pesticides and fertilizers, , , , , , , , , , , , 
growth cracking, , , , , , , , , , , , 
frontal lobe disorder, , , , ,limbotomy, , , ,C0549117, , ,https://en.wikipedia.org/wiki/Frontal_lobe_disorder
Azoor, , , , , , ,362.10, ,C0730298,C538223, ,https://en.wikipedia.org/wiki/Acute_zonal_occult_outer_retinopathy
