diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh,nci,article
mixoma, , , , , , , , , ,D009232, , 
Q593277, , , , , , , , ,C0549410,D060831, , 
Q605576,"coloració cutània anormal,inflor", , , , , , , , ,D062108, , 
fotoal·lèrgia, ,"Q518114,avobenzona,cinoxat,hidroxicloroquina,àcid 4-aminobenzoic", , , , ,692.72, ,"C0031762,C0162824",D017454, , 
Q609066, , , , , , , , ,C3495892, , , 
Q609675, , , , , , , ,I28.8, , , , 
queratocon, , , , , , ,"371.6,371.60","H18.6,H18.60",C0022578,D007640,C26806, 
torticoli, , , , , , , , ,C0040485,D014103, , 
càlcul, , ,càlcul infinitesimal, , , , , ,"C0023869,C1269628",D002137, , 
Q618246, , , , , , , , , , ,C99099, 
Taijin kyofusho, , , , , , , , , , , , 
deficiència d'alfa-1-antitripsina, , , , , , ,273.4,"E88.0,E88.01","C0221757,C3501835",D019896,C84397, 
Q624590, , , , , ,Q108525708, ,G93.0,"C0078981,C0751615",D016080,C3455, 
part preterme, , ,"avortament,mort fetal,prematur", , , , , , ,D047928,C92861, 
Q625935, , , , , ,Q56275800, , ,"C0019555,C1306065",D006618,"C116769,C119752", 
Q628648,"Q55105885,cervicàlgia,otàlgia", , , , , ,733.99, ,C1868714,C538010, , 
Q629515, , , , , , , , , , , , 
malaltia professional, , , , , , , , ,C0028797,D009784, , 
Q640836, , , , , , , , ,C0796022,C537724, , 
argíria,coloració cutània anormal, , , ,argent, , ,T56.8,C0003782,D001129, , 
Q652568, , , , , , ,379.45,H57.01,C0155375, , , 
peu pla, , , , , , ,734, ,"C0016202,C0264133",D005413,C34616, 
Dit de la mà en martell,"contusió,dolor", , , , , , , , , , , 
Q655982, , , , , , ,277.89,C96.6,C0014461,D004803,C3016, 
Q656199, , , , , , , , , , , , 
radiodermitis, , , , ,irradiació, , , ,"C0034561,C1504534",D011855,"C3349,C50722", 
Q667681, , , , , , , , ,C0265218,C536405, , 
Q677803, , , , , , ,588.89, ,"C1619692,C3888044",D054989,C115158, 
Q688890, , , , , , , ,Q33.2,C0006288,D001998, , 
Q688949, , , , , , , , ,C0016052,D005352,C84714, 
Q689777, , , , , , , ,G24.8,C1851920,C538007,C116719, 
disòsmia, , , , , , , , , , ,"C116370,C86949", 
Muselmann, , , , , , , , , , , , 
hemorràgia subaracnoidal,"fotofòbia,vòmit","Q421429,àcid tranexàmic", , ,aneurisma,tomografia computada,430, ,C0038525,D013345,C50757, 
Q695954, , , , , , , , , , , , 
atac de pànic, , ,Q48862213, , , , , , , , , 
hèrnia discal, , , , , , , , ,"C0021818,C1832597",D007405, , 
fístula arteriovenosa, , , , , , , , ,"C0003855,C0332965",D001164,"C35377,C36192", 
Q719727, , , , , , , , ,C0877391, , , 
Q720020, , , , , , , , ,"C0334492,C1261473,C2211494", ,C9306, 
Q733616, , , , , , , , ,C0014741,D004891, , 
Q734042, , , , , , , ,D59.6,"C0086774,C0272129",C538618, , 
Asomatoagnòsia, , , , , , , , ,C0840927, , , 
Q736599, , , , , , , , , ,D053714, , 
Q736633, , , , , , , , ,C0265325,C536928,"C130202,C3938", 
epicondilitis lateral, , , ,fumar, , , , ,C0039516,D013716, , 
asplènia, , ,Asplenia, , , , , , , , , 
Condylom, , , , , , , , , , , , 
reacció de Jarisch-Herxheimer, , , , , , , , ,C0259756, , , 
lordosi, , , , , , , , ,C0024003,D008141,C34787, 
facomatosi, , , , , , , , , ,D020752,C84348, 
Q754031, , , , , , , , ,C0004144,D001261,C2888, 
infecció del tracte respiratori, , , , , , , , ,C0035243,D012141, , 
Q757676, , , , , , , , , , , , 
Q758294, , , , , , , ,C71.5, , ,C53686, 
catarro, , ,Q11687105, , , , , ,C0333355, , , 
glucagonoma, , , , , , , , ,"C0017689,CL428078",D005935, , 
paràlisi del son, , , , , , , , , ,D020188,C118171, 
hipopnea, , , , , , , , , , , , 
Q3508612,Q1641494, , , , , , , ,C2732337, , , 
Q7539758, , , , , , , , ,C0338497, , , 
psicopatia, , ,psicosi, , , , , , , , , 
tiroïditis de Hashimoto, , , , , , , , ,C0677607,D050031,C27191, 
Q2308637, , , , , , , ,L66.1,C1274700, , , 
Q5405504, , , , , , , ,L10.8,C0406650,D062027, , 
Q908981, , , , , , , , , , , , 
Q8238535, , , , , , , , , , , , 
Q11775151, , , , ,Q3542447, , , , , , , 
Q11775177, , , , , , , , , , , , 
Q11775239, , , , , , , , , , , , 
Q19602586, , , , , , , , , , , , 
Q19602587, , , , , , , , , , , , 
Q19602589, , , , , , , , , , , , 
Q19636950, , , , , , , , , , , , 
Q20058007, , , , , , , , , , , , 
Q20058008, , , , , , , , , , , , 
Q20058009, , , , , , , , , , , , 
Q20755067, , , , , , , , , , , , 
Q20755070, , , , , , , , , , , , 
Q786468, , , , ,lobotomia, , , ,C0549117, , , 
Q794002, , , , , , ,362.10, ,C0730298,C538223, , 
Q794072, , , , , , , , ,C0242528,D053099, , 
Q795024, , , , , , , ,Q87.2,C0037205,C538595,C118455, 
intertrigen, , , , , , , , , ,D007402, , 
síndrome de Babinski-Nageotte, , , , , , , , ,C0270711, , , 
Q805070, , , , , , , , ,C0429803, , , 
carcinoma basocel·lular, ,"Q7557107,fluorouracil,imiquimod,sonidegib,vismodegib", , , , , , ,"C0007117,C0206710,C1368295,C1862314",D002280,"C2921,C3784,C7586", 
Q813677, , , , , , , , ,C0581352, , , 
Q814547, , , , , , , ,H35.5,C0221061,C537669,C177251, 
trastorns relacionats amb l’estrès, , , , , , , , , , , , 
dismenorrea, , , , , , , , ,C0013390,D004412,C34559, 
Q816912, , , , , , , , , , , , 
Q820818, , , , , , , , , , , , 
Hiponatrèmia, , , , , , , , ,C0020625,D007010,C37976, 
Q826918, , , , , , , , ,C0005937,D001845, , 
trastorn de la marxa, , , , , , , , ,"C0231687,C3809740",D020233, , 
Q827216, , , , , , , , , , , , 
Fotoqueratitis, , , , , , ,370.24,H16.13,C0155078, ,C118750, 
Q831363, , , , , , , , ,"C1834674,CN029274", ,C126688, 
hiperplàsia, , , , , , , , ,C0020507,D006965,C3113, 
infecció oportunista, ,ganciclovir, , , , , , , ,D009894, , 
Q837054,"congestió nasal,conjuntivitis,diarrea,febre baixa,limfadenopatia,mal de coll,nàusea,rinitis,rinorrea,xerostomia","Q420690,anticòs,tractament simptomàtic", , ,adenovirus, , , , ,D000258,C115149, 
Q838145, , , , , , , , ,C0023531, ,C3186, 
síndrome de l'intestí irritable,"Q102186744,diarrea,inflor abdominal,restrenyiment","Q2569888,Q3275451,Q3832559,Q416073,Q418167,Q44944,Q6695342,Q7226181,adalimumab,alosetró,dicicloverina,hiosciamina,infliximab,loperamida,mesalazina", , , ,"colonoscòpia,exploració física,sigmoidoscòpia",564.1,"K58,K58.9",C0022104,D043183,C82343, 
Q840004, , , , , , ,"445,459.89",I75,C0149649,D017700, , 
extrasístole, , , , , , , , ,C0340464,D005117, , 
metritis, , , , , , , , , , , , 
malaltia coronària, ,"Q10354103,Q1243800,Q15623825,Q2295855,Q277785,Q3790542,Q384295,Q415366,Q417740,Q5268499,atorvastatina,carbocromèn,cerivastatina,clofibrat,colesevelam,colestipol,colestiramina,fenofibrat,fluvastatina,pravastatina,simvastatina", ,fumar,arterioesclerosi, ,"410-414.99,414.0,414.00,414.9","I20-I25,I25,I25.1,I25.10,I25.9,K76.1","C0010054,C0010068,C0151744,C0264694,C1956346",D003324,"C26732,C35505,C50625", 
fibril·lació ventricular,"síncope,vertigen","(RS)-metoprolol,(RS)-mexiletina,Esmolol,acebutolol,adrenalina,amiodarona,atenolol,bretylium,hormona antidiürètica,lidocaïna,moricizina,propranolol,sotalol", , ,"infart de miocardi,miocardiopatia,síndrome de Brugada,síndrome del QT llarg", ,427.41, ,C0042510,D014693,C50799, 
Q852094, , , , , , , , , , , , 
Q856736, , , , , , , , , , , , 
Q858426,Q111693701, , , , , , , , , ,C98699, 
Q859142, , , , , , , ,"E72.2,E72.23",C0175683,D020159,C84639, 
vàlvula aòrtica bicúspide, , , , , , , , , ,D000082882,C128803, 
Q861814, , , , , , , , ,C1167663, , , 
Q863710, , , , , , , ,A51.31,C0275828, , , 
Q863725, , , , ,macroglobulinèmia de Waldenström, , , ,C0270710, , , 
Q864028, , , , , , , , , , , , 
Q864868, , , , , , , , ,C0280962, , , 
Q866622, , , , , , , , ,C3178777,D059266, , 
coccidioidomicosi,"artritis,conjuntivitis","Natamicina,Q407883,Q411229,amfotericina B,fluconazole", , , , ,"114,114.9","B38,B38.9",C0009186,D003047,C84642, 
linitis plàstica, , , , , , , ,C16.9, ,D008039, , 
malaltia de Peyronie,disfunció erèctil, , ,fumar, , ,607.85,N48.6,C0030848,D010411,C3316, 
Cetoacidosi diabètica, , , , , , ,250.1, ,C0011880,D016883,C50530, 
pemfigoide, , ,pèmfig, , , , , ,CL449041, ,C34908, 
Q885574, , , , , , , ,Q27.8,C0346072,C536240,C4486, 
Q886810, , , , , , , , ,C1135352, , , 
Q890167, , , , , , , , , ,D062688, , 
coagulopatia, ,"Q192430,Q192471,àcid tranexàmic", , , , ,"286,286.9,287.8",D68.9,C0005779,D001778,C2902, 
Q890470, , , , , , ,709.09,Q85.0,C1969623,C548032, , 
Q892776, , , , , , , ,Q28.2,C0265321,C536752, , 
Q895414, , , , ,virus del papil·loma humà, ,447.8, ,C0334106, ,C8374, 
dicromatòpsia, , ,"Q67951467,discromatòpsia", , , , , ,C4023317, , , 
limfedema, , , , , , , , ,C0024236,D008209,C3207, 
rabdomiòlisi, , , , , , ,728.88, ,C0035410,D012206,C118318, 
síndrome d'Usher, , , , , , , , ,"C0271097,C1568248,C1568249,C2931205",D052245,"C126329,C85217", 
malaltia inflamatòria intestinal, ,"Q416427,Q5132472", , , , , , ,C0021390,D015212,C3138, 
onicomicosi, ,"Q411229,Q415259,ciclopirox", , , , , , ,C0040261,D014009,C112214, 
suor anglesa, , , , , , , , , ,D018614, , 
Q921907, , , , , , , , ,C0339731, , , 
insulitis, , , , , , , , , , , , 
displàsia broncopulmonar, ,Q412765, , , , , ,P27.1,C0006287,D001997,C90599, 
Q922971, , , , ,infecció, ,370.8,"B60.1+,H19.2*","C0000880,C0033129",D015823,C50450, 
epidermòlisi ampul·lar, ,fenitoïna, , , , ,757.39,"Q81,Q81.9",C0014527,D004820,C67383, 
Q923164, , , , , , , , ,"C0003550,C0917814",D001039, , 
osteòfit, , , , , , , , , ,D054850, , 
Q928767, , , , , , , ,D23.3,C1275122,C536552, , 
Q929963, , , , , , , , , ,D059607, , 
Q932899, , , , , , , ,E03.1,C0270958, , , 
Q933444, , , , , , , , ,C0022134, , , 
malaltia mitocondrial, , , , , , , ,E88.4,C0751651,D028361, , 
hipocalcèmia, , , , , , , , ,C0020598,D006996,C37973, 
síndrome paraneoplàstica, , , , , , , , ,C0030472,D010257,C3311, 
Q938793, , , , , , ,"718.0,718.00,718.02", ,C0158073, , , 
osteomielitis, ,"Q1638852,Q418725,ciprofloxacina,cloxacil·lina,dicloxacil·lina,meticil·lina,àcid acexàmic", , , , ,"730.1,730.10", ,"C0008707,C0029443,C2242472",D010019,C27577, 
eritrasma, ,eritromicina, , ,infecció, ,041.85,L08.1, ,D004894, , 
proctitis,hemorràgia,"ceftriaxona,mesalazina", , ,gonococ, ,569.49,K62.89, ,D011349,C38011, 
fol·liculitis, , , , , , ,704.8, ,C0016436,D005499,C94408, 
ideació suïcida, , , , ,trastorn mental,Q7388493, , ,C2364109,D059020,C80102, 
síndrome mielodisplàstica, ,"Q1235195,Q23671272,Q3151081,Q5383794,Q7041828,Q905901,azacitidina,ciclosporina,citarabina,decitabina,deferasirox,deferiprona,desferroxamina,eltrombopag,ipilimumab,lenalidomida,ruxolitinib,talidomida", , , , ,"238.7,238.75", ,"C0026985,C0026986,C1851971,C2713368,C3463824",D009190,C3247, 
prolactinoma, ,"bromocriptina,cabergolina", , , , , ,"D35.2,E22.1",C0033375,D015175,C3342, 
Q955454, , , , , , , , ,"C0239137,C3549698",D060906, , 
Q957751, , ,síndrome de Swyer-James, , , , , ,"C0018054,C0238395",D006061,C120198, 
quist pilonidal, , , , , , , , ,C0031925,D010864, , 
Q966149, , ,síndrome de Swyer-James, , , ,289.89,G10,"C0398568,C3151853",C564038, , 
insuficiència hepàtica, , , , , , , , ,C0085605,D017093, , 
albuminúria, , , , , , , , ,C0001925,D000419, , 
eritema marginat, , , , , , , , ,C0085659, , , 
edema cerebral, ,"Manitol,Q1890796,Q27278862,dexametasona",hidrocefàlia, , , ,348.5, ,"C0006114,C1527311",D001929, , 
polimiositis,"debilitat muscular,febre,miocarditis","Q4567614,Tacrolimús,metotrexat,prednisolona,rituximab",poliomielitis, ,malaltia autoimmunitària,"biòpsia muscular,electromiografia,imatge per ressonància magnètica,mesurament de la creatina-cinasa,prova serològica",710.4,M33.2,C0085655,D017285,C26925, 
Q991897, , , , ,Sacbrood virus, , , , , , , 
fibril·lació, , , , , , , , ,C0232197, , , 
Q1003534, , , , , , , , , , , , 
Q1016288, , , , , , , , ,C2242690, , , 
Q1020201, , , , , , , ,Q82.4,C0457014,C562993, , 
Q1022312, , , , , , , ,Q87.8,C0796095,C537418, , 
Q1022635, , , , , , , , ,C0403434, , , 
Q1024546, , , , , , , , ,C0027667,D009382, , 
Q1035226, , ,Q3281266, ,cirrosi hepàtica, , , ,C0221226, , , 
Q1036625, , , , , , , , , , , , 
hipotèrmia, , , , , , , , ,C0020672,D007035,C78351, 
Q1048858, , , , ,infecció, , , , , , , 
Q1056457, , , , , , , , ,C0007862, , , 
trastorn de la comunicació, , , , , , ,307.9,F80.9,C0009460,D003147,C2958, 
Q1060827, , , , , , , ,I88.1,C0398367,D020042,C71719, 
Q1061988,Q107355983, , , , , , , ,C0016196,D005409, , 
síndrome de Cotard, , , , , , , , , , , , 
Q1069694, , , , , , , , , ,D060725, , 
Q1071685, , , , , , ,"377.5,377.63",H47.4,C0155307, , , 
malformació d'Arnold-Chiari, , ,Síndrome de Budd-Chiari, , , , ,Q07.0,"C0003803,C0555206,C0750930",D001139,C84570, 
Q1076061, , , , , , , , ,C0206636,D018210, , 
Virus de la febre hemorràgica de Crimea-Congo,"Anúria,artràlgia,bradicàrdia,calfred,cefalàlgia,cianosi,conjuntivitis,dolor abdominal,febre,flatulència,hematoma,hematúria,hemorràgia,hiperèmia,hipotensió arterial,icterícia,miàlgia,nàusea,oligúria,petèquia,raquiàlgia,signes de meningisme,taquicàrdia,vòmit,xerostomia","Ribavirina,anticòs,corticoesteroide", , ,virus de la febre hemorràgica de Crimea-Congo,"anàlisi d'orina,anàlisi de sang,exploració física,hemograma,punció lumbar,reacció en cadena de la polimerasa",065.0,A98.0,C0019099,D006479,C34682, 
hiperlipèmia, , , , , , ,272.4,"E78.0,E78.1,E78.2,E78.3,E78.4,E78.5",C0020473,D006949, , 
llengua negra vellosa, , , , , , ,529.8, ,C0040414,D014064,C35075, 
dislàlia, , , , , , , , , , , , 
Q1088059, , , , , , , , ,C0403592, ,C38145, 
Q1093388, , , , , , , , , , , , 
síndrome facetària, , , , , , , , , , , , 
Q1097302, , , , , , , , , , ,C116599, 
Q1103561, , , , ,Q5160454, , , , , , , 
Q1106843, , , , , , ,304.4, ,C1386553, , , 
Q1107087, , , , , , ,759.89,Q87.8,C0265223,C536438, , 
Q1110041, , , , , , , , , , ,C3364, 
Q1110197, , , , , , , , , , , , 
Q1110590, , , , , , , , , , , , 
Q1111014, , , , , , , , , , , , 
Q1112752, , , , , , ,709.8, ,C0553586, , , 
displàsia, , ,Q11695512, , , , , ,C0334044,D002471, , 
nefropatia diabètica, ,"gabapentina,pregabalina", , , , ,"250.4,250.40,583.81", ,C0011881,D003928,C84417, 
esplenomegàlia, , , , , , , , ,C0038002,D013163, , 
granuloma, , ,Q1543255, , , , , , ,D006099,C3064, 
gastroenterocolitis, , , , , , ,558.9, ,C0744314, , , 
agenèsia del cos callós, , , , , , , , ,C0175754,D061085,C98905, 
Q1138267, , , , , , , , ,C0239138,D060905, , 
diverticle, , , , , , , , ,C0012817,D004240, , 
Q1142806, , ,discapacitat intel·lectual, , , , , , ,D002658, , 
incontinència fecal, , , , , , , , ,C0015732,D005242,C78498, 
Q1153641, , , , , , ,250.80,E13.8,C0043207,D014929,C35133, 
Q1154321, , , , , , , , ,C0272388, , , 
Q1154764, , , , , , , , , , , , 
Q1166866, , , , , , , , ,"C1852294,C2751189", , , 
Q1169972, , , , , , , , ,C0333416, , , 
Q1185316, , , , , , , , , , , , 
Q1188698, , , , , , , , ,C0233632, , , 
insolació, , ,Stroke, , , , , , ,D018882, , 
malaltia de l'empelt contra l'hoste, ,"Q177094,Q4567614,Q5984881,Tacrolimús,ciclosporina,daclizumab,metilprednisolona,metoxsalèn,prednisolona,prednisona,rituximab,ruxolitinib,sirolimús,talidomida,vedolizumab", , , , ,279.50,T86.0,"C0018133,C3280677,C3280678",D006086,C3063, 
Q1196503, , , , , , , , ,C2609092, , , 
Q1199621, , , , , , , ,Q92.8,C0265493,C535918,C75477, 
xantoma, , , , ,"Q1425962,hiperlipèmia", , , ,C0302314, ,C4071, 
Q1200228, , , , , , , , ,C1305968, , , 
Q1200233, , , , , , , , , , , , 
Q1209892, , , , , , , ,K63.5,C0009376,D003111,C2954, 
Q1219219, , , , , , , , , , , , 
Q1223924, , , , ,infecció, , , , , , , 
Q1224503, , , , , , , ,k22.4, ,D015155, , 
Q1227150, , , , , , , , ,C0275688, , , 
Q1228633, , , , , , , , , , , , 
Q1229345, , , , , , , , , , , , 
distiquiasi, , , , , , , , , , , , 
Q1232042, , , , , , , , , , , , 
Q1234529, , , , , , , , , , , , 
Q1236057, , , , , , , , , ,D018886, , 
Q1236063, , , , , , , , ,C1627365,C537031, , 
Q1242891, , , , , , , , , ,D013207, , 
oclusió vascular, , , , , , , , ,C1096458, , , 
hepatosplenomegàlia, , , , , , , , , , , , 
Q1264268, , , , ,inhalació, , , , , , , 
metrorràgia, , , , , , , , ,C0025874,D008796, , 
Q1269235, , , , , , , , ,C0237326, , , 
càncer de l'intestí prim, , , , , , ,152.9,"C17,C17.9",C0153425, ,C7523, 
Q1274018, , , , , , , ,Q85.8,"C0265318,C0265329,C3854181",D054000, , 
Q1275814, , , , , , , , ,"CL494895,CL527598", , , 
Q1277281, , , , , , , , , ,D009957, , 
Q1280852, , , , , , , , ,C0233613, , , 
Q1286499,"congestió nasal,esternut,tos", , , ,Q68013846, , , ,C0339808, , , 
hèrnia cerebral, , , , , , , , ,C0553686, , , 
Q1307866, , , , , , , , , , ,C53975, 
leucèmia monocítica, , , , , , ,"206.8,206.80,206.81,206.90,206.91","C93,C93.Z,C93.Z0",C0153903, , , 
Q1313757, , , , , , , ,G71.3,"C1843851,C1843852",C537583, , 
hipovolèmia, , , , , , , , ,C0546884,D020896,C50595, 
laringoespasme, , , , , , , , ,C0023066,D007826,C79609, 
Q1325512, , , , , , , ,C49.9, , ,C93268, 
neoplàsia òssia, , , , , , , , ,"CL031131,CL497890",D001859, , 
contractura de Dupuytren, , ,Q2106574, , , , , ,C0013312,D004387,C3469, 
Q1332448, , , , , , ,756.55,Q77.6,C0013903,D004613,C84684, 
Q1332565, , , , , , , ,Q87.8,C1832600,C538346, , 
Q1333571, , , , ,Human herpesvirus 2, , , , , , , 
Q1337441, , , , , , , , ,C1853118,C537592, , 
cefalàlgia tensional,cefalàlgia,"amitriptilina,ibuprofèn,paracetamol,àcid acetilsalicílic", , ,desconegut,exploració física, , , ,D018781,C117070, 
empiema, , , , , , ,510, ,C0014009,D004653,C34572, 
Q1343590, , , , , , , , ,C0265512, , , 
Q1344603, , , , ,infecció, , , ,C0276098, , , 
Q1345746, , , , , , , , ,C1275089,C537363, , 
Q1345798, , , , , , , , , ,D020270, , 
Q1345858, , , , , , , , ,C1510420, , , 
ependimoma, , , , , , , , , ,D004806,C3017, 
Q1347416, , , , , , ,752.62,Q64.0,"C0014588,C0563449",D004842,C98923, 
Q1347729, , , , , , , , , ,C535507, , 
Q1349259, ,vemurafenib, , , , ,277.89,D76.3,C0878675,D031249,C53972, 
eretisme mercurial, , , , ,Intoxicació per mercuri, , , , ,D020262, , 
congelació, , , , , , , , , ,D005627, , 
Q1355765,raquiàlgia, , , ,Brucella melitensis, ,023.0,A23.0,C0302362, , , 
Q1356194, , , , , , ,746.87,Q24.8,C0013580,D054083,C111643, 
trastorn de la conducció cardíaca, ,bretylium, , , , ,426.6, ,"C0004331,C0029630",D006327,C78245, 
Q1363662, , , , , , , , ,C1274760, , , 
eritema nodós, ,talidomida, , , , , , ,C0014743,D004893, , 
Q1363741, , , , , , , , ,C0011606,D003873,C39646, 
Esteatosi hepàtica, , , , , , , , , , ,C36185, 
embolisme gasós, , ,síndrome de descompressió, , , , , , ,D004618,C50455, 
trastorn relacionat amb el gluten, , , , ,"farina maida,gluten", , , , , , , 
hemorràgia cerebral, ,"alteplasa,simvastatina", , , , , , ,C4229449,D002543,C50485, 
Q1371405, , , , , , , , , , , , 
símptomes extrapiramidals, , , , ,medicament, , , ,"C0015371,C0234133", , , 
Q1394580, , , , , , , ,"L10.8,L10.81",C1112570, , , 
Q1394711, , , , , , , , , , , , 
Q1399155, ,Q27253481, , , , , , ,C0015708, , , 
malaltia de Binswanger, , , , , , , , , , , , 
Q1399440, , , , , , , , , , , , 
Q1401065, , , , , , , ,E70.3,C0268494,C537729, , 
febre d'origen desconegut, , , , , , , , ,C0015970,D005335,C34608, 
Q1410676, , , , , , ,372.54,H11.12,C0155162, , , 
Q1410835, , , , , , , , , , , , 
fibromatosi, , , , , , , , ,C0016048, ,C3042, 
petèquia, , , , , , ,782.7, ,C0031256,D011693,C3323, 
lesió medul·lar,"dolor crònic,hipoestèsia,paràlisi","baclofèn,dantrolè", , , ,"imatge per ressonància magnètica,radiografia,tomografia computada", , ,C0037929,D013119,C50750, 
infecció puerperal, , , , , , , , , ,D011645,C114405, 
Q1422574, , , , , , , , ,C0018121, , , 
Q1424491, , , , , , ,757.39,Q84.8,C0282160, ,C98822, 
hàl·lux rígid, , , , , , , , ,C0264134,D020859, , 
Q1431933, , , , , , , , , ,D007925, , 
Q1432717,"Q1642611,Q4419847,Q4419854,Q460263,Q57769952,catalèpsia,mutisme", , , , , , , , ,D012560,C35003, 
Q1435202, , , , , , , , ,C2931412,C537069, , 
Q1435219, , , , , , , , , ,D020518, , 
Q1436099, , , , , , , , ,C0233619, , , 
Q1440027, , , , , , , , , , , , 
cardiopatia isquèmica,"angina de pit,cervicàlgia,dispnea,fatiga muscular,nàusea,sensació de buidor de cap","Q415366,Q423401,Q907104,agent regulador de lípids,antidiabètic,blocador d'adrenoreceptors beta,blocador dels canals de calci,clopidogrel,dinitrat d'isosorbida,estatina,nitroglicerina com a fàrmac,papaverina,àcid acetilsalicílic", ,"apnea del son,ateroesclerosi,cardiopatia congènita,diabetis mellitus,edat,estil de vida sedentari,estrès psicològic,fumar,fumar tabac,hiperlipèmia,hipertensió arterial,hipertrigliceridèmia,insomni,insuficiència renal crònica,malaltia autoimmunitària,obesitat,sida,síndrome metabòlica", ,"Imatge de perfusió miocardíaca,Q62623286,Q62623345,ecocardiografia d’estrès,ressonància magnètica cardiovascular", , ,"C0010054,C3665365", , , 
